sub_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,sub_age,age,sub_gender,gender_at_birth
11010,mock_scan_question_arm_1,,,,,,
11012,subject_informatio_arm_1,,,58.4,,Female,Female
11012,mock_scan_question_arm_1,,,,58,,
11012,fmri_session_quest_arm_1,,,,,,
11016,subject_informatio_arm_1,,,22.79,,Female,Female
11016,mock_scan_question_arm_1,,,,22,,
11016,fmri_session_quest_arm_1,,,,,,
11020,subject_informatio_arm_1,,,53.21,,Male,Male
11020,mock_scan_question_arm_1,,,,53,,
11021,subject_informatio_arm_1,,,25.86,,Female,Female
11021,mock_scan_question_arm_1,,,,25,,
11021,fmri_session_quest_arm_1,,,,,,
11025,subject_informatio_arm_1,,,,,Female,Female
11025,mock_scan_question_arm_1,,,,28,,
11030,subject_informatio_arm_1,,,23.59,,Female,Female
11030,mock_scan_question_arm_1,,,,24,,
11030,fmri_session_quest_arm_1,,,,,,
11031,subject_informatio_arm_1,,,23.19,,Female,Female
11031,mock_scan_question_arm_1,,,,23,,
11031,fmri_session_quest_arm_1,,,,,,
11033,subject_informatio_arm_1,,,,,Female,Female
11036,subject_informatio_arm_1,,,22.59,,Female,Female
11036,mock_scan_question_arm_1,,,,22,,
11036,fmri_session_quest_arm_1,,,,,,
11039,subject_informatio_arm_1,,,40.69,,Female,Female
11039,mock_scan_question_arm_1,,,,41,,
11039,fmri_session_quest_arm_1,,,,,,
11042,subject_informatio_arm_1,,,29.42,,Female,Female
11042,mock_scan_question_arm_1,,,,29,,
11042,fmri_session_quest_arm_1,,,,,,
11053,subject_informatio_arm_1,,,30.78,,Female,Female
11053,mock_scan_question_arm_1,,,,30,,
11053,fmri_session_quest_arm_1,,,,,,
11058,subject_informatio_arm_1,,,37.99,,Female,Female
11058,mock_scan_question_arm_1,,,,38,,
11058,fmri_session_quest_arm_1,,,,,,
11060,subject_informatio_arm_1,,,30.24,,Female,Female
11060,mock_scan_question_arm_1,,,,29,,
11060,fmri_session_quest_arm_1,,,,,,
11063,subject_informatio_arm_1,,,21.31,,Female,Female
11063,mock_scan_question_arm_1,,,,21,,
11063,fmri_session_quest_arm_1,,,,,,
11064,subject_informatio_arm_1,,,22.24,,Female,Female
11064,mock_scan_question_arm_1,,,,22,,
11064,fmri_session_quest_arm_1,,,,,,
11064,follow_up_appointm_arm_1b,,,,,,
11065,subject_informatio_arm_1,,,21.39,,Female,Female
11065,mock_scan_question_arm_1,,,,21,,
11065,fmri_session_quest_arm_1,,,,,,
11066,subject_informatio_arm_1,,,22.23,,Male,Male
11066,mock_scan_question_arm_1,,,,22,,
11066,fmri_session_quest_arm_1,,,,,,
11068,subject_informatio_arm_1,,,43.51,,Female,Female
11068,mock_scan_question_arm_1,,,,43,,
11068,fmri_session_quest_arm_1,,,,,,
11071,subject_informatio_arm_1,,,62.41,,Male,Male
11071,mock_scan_question_arm_1,,,,62,,
11071,fmri_session_quest_arm_1,,,,,,
11072,subject_informatio_arm_1,,,25.33,,Male,Male
11072,mock_scan_question_arm_1,,,,25,,
11072,fmri_session_quest_arm_1,,,,,,
11074,subject_informatio_arm_1,,,41.37,,Male,Male
11074,mock_scan_question_arm_1,,,,41,,
11074,fmri_session_quest_arm_1,,,,,,
11074,follow_up_appointm_arm_1b,,,,,,
11075,subject_informatio_arm_1,,,77.28,,Male,Male
11075,mock_scan_question_arm_1,,,,,,
11075,fmri_session_quest_arm_1,,,,,,
11076,subject_informatio_arm_1,,,73.73,,Female,Female
11076,mock_scan_question_arm_1,,,,73,,
11076,fmri_session_quest_arm_1,,,,,,
11077,subject_informatio_arm_1,,,71.19,,Female,Female
11077,mock_scan_question_arm_1,,,,71,,
11078,subject_informatio_arm_1,,,72.63,,Female,Female
11078,mock_scan_question_arm_1,,,,72,,
11078,fmri_session_quest_arm_1,,,,,,
11079,subject_informatio_arm_1,,,71.71,,Female,Female
11082,subject_informatio_arm_1,,,39.07,,Male,Male
11083,subject_informatio_arm_1,,,68.46,,Female,Female
11083,mock_scan_question_arm_1,,,,,,
11083,fmri_session_quest_arm_1,,,,,,
11084,subject_informatio_arm_1,,,68.29,,Female,Female
11084,mock_scan_question_arm_1,,,,68,,
11084,fmri_session_quest_arm_1,,,,,,
11085,subject_informatio_arm_1,,,77.15,,Female,Female
11085,mock_scan_question_arm_1,,,,,,
11085,fmri_session_quest_arm_1,,,,,,
11090,subject_informatio_arm_1,,,69.69,,Male,
11090,mock_scan_question_arm_1,,,,69,,
11090,fmri_session_quest_arm_1,,,,,,
11110,subject_informatio_arm_1,,,66.84,,Female,Female
11110,mock_scan_question_arm_1,,,,,,
11110,fmri_session_quest_arm_1,,,,,,
11110,follow_up_appointm_arm_1b,,,,,,
11112,subject_informatio_arm_1,,,34.28,,Male,Male
11113,subject_informatio_arm_1,,,21.12,,Male,Male
11113,mock_scan_question_arm_1,,,,21,,
11113,fmri_session_quest_arm_1,,,,,,
11116,subject_informatio_arm_1,,,59.2,,Male,Male
11116,mock_scan_question_arm_1,,,,59,,
11116,fmri_session_quest_arm_1,,,,,,
11120,subject_informatio_arm_1,,,66.16,,Male,Male
11120,mock_scan_question_arm_1,,,,66,,
11120,fmri_session_quest_arm_1,,,,,,
11125,subject_informatio_arm_1,,,59.17,,Female,Female
11125,mock_scan_question_arm_1,,,,59,,
11125,fmri_session_quest_arm_1,,,,,,
11126,subject_informatio_arm_1,,,58.47,,Male,Male
11126,mock_scan_question_arm_1,,,,58,,
11126,fmri_session_quest_arm_1,,,,,,
11128,subject_informatio_arm_1,,,59.84,,Male,Male
11128,mock_scan_question_arm_1,,,,,,
11128,fmri_session_quest_arm_1,,,,,,
11134,subject_informatio_arm_1,,,58.59,,Female,Female
11134,mock_scan_question_arm_1,,,,58,,
11134,fmri_session_quest_arm_1,,,,,,
11139,subject_informatio_arm_1,,,21.25,,Female,Female
11139,mock_scan_question_arm_1,,,,20,,
11139,fmri_session_quest_arm_1,,,,,,
11142,subject_informatio_arm_1,,,20.51,,Female,Female
11142,mock_scan_question_arm_1,,,,20,,
11144,subject_informatio_arm_1,,,71.59,,Female,Female
11144,mock_scan_question_arm_1,,,,71,,
11145,subject_informatio_arm_1,,,64.41,,Male,Male
11145,mock_scan_question_arm_1,,,,,,
11145,fmri_session_quest_arm_1,,,,,,
11145,follow_up_appointm_arm_1b,,,,,,
11146,subject_informatio_arm_1,,,83.76,,Female,Female
11146,mock_scan_question_arm_1,,,,,,
11146,fmri_session_quest_arm_1,,,,,,
11164,subject_informatio_arm_1,,,84.19,,Male,
11164,mock_scan_question_arm_1,,,,84,,
11164,fmri_session_quest_arm_1,,,,,,
11167,subject_informatio_arm_1,,,57.41,,Female,Female
11167,mock_scan_question_arm_1,,,,57,,
11167,fmri_session_quest_arm_1,,,,,,
11168,subject_informatio_arm_1,,,27.93,,Female,Female
11168,mock_scan_question_arm_1,,,,27,,
11168,fmri_session_quest_arm_1,,,,,,
11170,subject_informatio_arm_1,,,23.2,,Female,Female
11171,subject_informatio_arm_1,,,25.7,,Male,Male
11171,mock_scan_question_arm_1,,,,25,,
11171,fmri_session_quest_arm_1,,,,,,
11177,subject_informatio_arm_1,,,55.48,,Male,Male
11177,mock_scan_question_arm_1,,,,55,,
11177,fmri_session_quest_arm_1,,,,,,
11192,subject_informatio_arm_1,,,69.46,,Male,Male
11192,mock_scan_question_arm_1,,,,69,,
11192,fmri_session_quest_arm_1,,,,,,
11193,subject_informatio_arm_1,,,55.81,,Female,Female
11193,mock_scan_question_arm_1,,,,55,,
11193,fmri_session_quest_arm_1,,,,,,
11201,subject_informatio_arm_1,,,67.78,,Female,Female
11201,mock_scan_question_arm_1,,,,67,,
11201,fmri_session_quest_arm_1,,,,,,
11203,subject_informatio_arm_1,,,61.73,,Female,Female
11203,mock_scan_question_arm_1,,,,61,,
11203,fmri_session_quest_arm_1,,,,,,
11204,subject_informatio_arm_1,,,,,,
11206,subject_informatio_arm_1,,,60.25,,,
11206,mock_scan_question_arm_1,,,,60,,
11207,subject_informatio_arm_1,,,67.22,,Female,Female
11207,mock_scan_question_arm_1,,,,66,,
11207,fmri_session_quest_arm_1,,,,,,
11209,subject_informatio_arm_1,,,69.47,,Female,Female
11209,mock_scan_question_arm_1,,,,69,,
11209,fmri_session_quest_arm_1,,,,,,
11213,subject_informatio_arm_1,,,62.57,,,
11213,mock_scan_question_arm_1,,,,62,,
11213,fmri_session_quest_arm_1,,,,,,
11217,subject_informatio_arm_1,,,64,,Male,Male
11217,mock_scan_question_arm_1,,,,64,,
11217,fmri_session_quest_arm_1,,,,,,
11227,subject_informatio_arm_1,,,30.76,,Female,Female
11227,mock_scan_question_arm_1,,,,30,,
11227,fmri_session_quest_arm_1,,,,,,
11228,subject_informatio_arm_1,,,60.47,,Male,Male
11228,mock_scan_question_arm_1,,,,60,,
11237,subject_informatio_arm_1,,,34.19,,Male,Male
11238,subject_informatio_arm_1,,,45.31,,Male,Male
11238,mock_scan_question_arm_1,,,,45,,
11238,fmri_session_quest_arm_1,,,,,,
11241,subject_informatio_arm_1,,,26.11,,Female,Female
11241,mock_scan_question_arm_1,,,,26,,
11241,fmri_session_quest_arm_1,,,,,,
11245,subject_informatio_arm_1,,,52.28,,Male,Male
11246,subject_informatio_arm_1,,,39.68,,Male,Male
11246,mock_scan_question_arm_1,,,,39,,
11246,fmri_session_quest_arm_1,,,,,,
11251,subject_informatio_arm_1,,,27.46,,Non-Binary,Female
11251,mock_scan_question_arm_1,,,,27,,
11276,subject_informatio_arm_1,,,53.49,,Male,Male
11276,mock_scan_question_arm_1,,,,53,,
11276,fmri_session_quest_arm_1,,,,,,
11286,subject_informatio_arm_1,,,23.44,,Female,Female
11286,mock_scan_question_arm_1,,,,23,,
11286,fmri_session_quest_arm_1,,,,,,
11293,subject_informatio_arm_1,,,21.67,,Female,Female
11293,mock_scan_question_arm_1,,,,21,,
11293,fmri_session_quest_arm_1,,,,,,
11301,subject_informatio_arm_1,,,22.39,,Female,Female
11301,mock_scan_question_arm_1,,,,22,,
11301,fmri_session_quest_arm_1,,,,,,
11304,subject_informatio_arm_1,,,,,Female,Female
11304,mock_scan_question_arm_1,,,,52,,
11304,fmri_session_quest_arm_1,,,,,,
11311,subject_informatio_arm_1,,,21.81,,Female,Female
11311,mock_scan_question_arm_1,,,,21,,
11311,fmri_session_quest_arm_1,,,,,,
11312,subject_informatio_arm_1,,,22.49,,Non-Binary,Female
11312,mock_scan_question_arm_1,,,,22,,
11312,fmri_session_quest_arm_1,,,,,,
11313,subject_informatio_arm_1,,,46.62,,Female,Female
11313,mock_scan_question_arm_1,,,,46,,
11316,subject_informatio_arm_1,,,41.41,,Male,Male
11316,mock_scan_question_arm_1,,,,41,,
11316,fmri_session_quest_arm_1,,,,,,
11317,subject_informatio_arm_1,,,27.26,,Female,Female
11317,mock_scan_question_arm_1,,,,27,,
11317,fmri_session_quest_arm_1,,,,,,
11318,subject_informatio_arm_1,,,21.19,,Female,Female
11318,mock_scan_question_arm_1,,,,21,,
11318,fmri_session_quest_arm_1,,,,,,
11321,subject_informatio_arm_1,,,22.68,,Female,Female
11321,mock_scan_question_arm_1,,,,22,,
11321,fmri_session_quest_arm_1,,,,,,
11325,subject_informatio_arm_1,,,27.68,,Male,Male
11325,mock_scan_question_arm_1,,,,27,,
11325,fmri_session_quest_arm_1,,,,,,
11326,subject_informatio_arm_1,,,25.33,,Male,Male
11326,mock_scan_question_arm_1,,,,25,,
11326,fmri_session_quest_arm_1,,,,,,
11329,subject_informatio_arm_1,,,23.73,,Male,Male
11329,mock_scan_question_arm_1,,,,23,,
11329,fmri_session_quest_arm_1,,,,,,
11330,subject_informatio_arm_1,,,26.82,,Male,Male
11330,mock_scan_question_arm_1,,,,26,,
11330,fmri_session_quest_arm_1,,,,,,
11331,subject_informatio_arm_1,,,45.5,,Male,Female
11331,mock_scan_question_arm_1,,,,45,,
11331,fmri_session_quest_arm_1,,,,,,
11337,subject_informatio_arm_1,,,30.11,,Male,Male
11337,mock_scan_question_arm_1,,,,30,,
11337,fmri_session_quest_arm_1,,,,,,
11338,subject_informatio_arm_1,,,21.62,,Male,Male
11338,mock_scan_question_arm_1,,,,21,,
11338,fmri_session_quest_arm_1,,,,,,
11340,subject_informatio_arm_1,,,31.4,,Male,Female
11340,mock_scan_question_arm_1,,,,31,,
11340,fmri_session_quest_arm_1,,,,,,
11343,subject_informatio_arm_1,,,32.53,,Female,Female
11343,mock_scan_question_arm_1,,,,32,,
11343,fmri_session_quest_arm_1,,,,,,
11344,subject_informatio_arm_1,,,32.68,,Female,Female
11344,mock_scan_question_arm_1,,,,32,,
11345,subject_informatio_arm_1,,,33.31,,Female,Female
11345,mock_scan_question_arm_1,,,,33,,
11345,fmri_session_quest_arm_1,,,,,,
11348,subject_informatio_arm_1,,,35.46,,Male,Female
11348,mock_scan_question_arm_1,,,,35,,
11348,fmri_session_quest_arm_1,,,,,,
11350,subject_informatio_arm_1,,,39.28,,Female,Female
11350,mock_scan_question_arm_1,,,,39,,
11350,fmri_session_quest_arm_1,,,,,,
11358,subject_informatio_arm_1,,,48.27,,Female,Female
11358,mock_scan_question_arm_1,,,,48,,
11358,fmri_session_quest_arm_1,,,,,,
11364,subject_informatio_arm_1,,,54.66,,Female,Female
11364,mock_scan_question_arm_1,,,,,,
11364,fmri_session_quest_arm_1,,,,,,
11367,subject_informatio_arm_1,,,58.63,,Female,Female
11367,mock_scan_question_arm_1,,,,58,,
11367,fmri_session_quest_arm_1,,,,,,
11374,subject_informatio_arm_1,,,73.09,,Male,Male
11374,mock_scan_question_arm_1,,,,73,,
11374,fmri_session_quest_arm_1,,,,,,
11376,subject_informatio_arm_1,,,70.71,,Male,Male
11376,mock_scan_question_arm_1,,,,70,,
11376,fmri_session_quest_arm_1,,,,,,
11377,subject_informatio_arm_1,,,68.61,,Female,Female
11377,mock_scan_question_arm_1,,,,68,,
11377,fmri_session_quest_arm_1,,,,,,
"11377 prescan",subject_informatio_arm_1,,,,,Female,Female
"11377 prescan",fmri_session_quest_arm_1,,,,,,
11381,subject_informatio_arm_1,,,61.82,,Male,Male
11381,mock_scan_question_arm_1,,,,,,
11381,fmri_session_quest_arm_1,,,,,,
11385,subject_informatio_arm_1,,,54.52,,Female,Female
11385,mock_scan_question_arm_1,,,,54,,
11385,fmri_session_quest_arm_1,,,,,,
11387,subject_informatio_arm_1,,,53.72,,Female,Female
11387,mock_scan_question_arm_1,,,,53,,
11387,fmri_session_quest_arm_1,,,,,,
11396,subject_informatio_arm_1,,,56.23,,Male,Male
11396,mock_scan_question_arm_1,,,,56,,
11396,fmri_session_quest_arm_1,,,,,,
11407,subject_informatio_arm_1,,,47.69,,Male,Male
11407,mock_scan_question_arm_1,,,,47,,
11410,subject_informatio_arm_1,,,45.25,,Male,Male
11410,mock_scan_question_arm_1,,,,,,
11410,fmri_session_quest_arm_1,,,,,,
11416,subject_informatio_arm_1,,,42.36,,Female,Female
11416,mock_scan_question_arm_1,,,,42,,
11416,fmri_session_quest_arm_1,,,,,,
11424,subject_informatio_arm_1,,,37.64,,Male,Male
11426,subject_informatio_arm_1,,,37.16,,Female,Female
11426,mock_scan_question_arm_1,,,,37,,
11426,fmri_session_quest_arm_1,,,,,,
11427,subject_informatio_arm_1,,,35.89,,Female,Female
11429,subject_informatio_arm_1,,,,,,
11430,subject_informatio_arm_1,,,35.26,,Female,Female
11430,mock_scan_question_arm_1,,,,35,,
11430,fmri_session_quest_arm_1,,,,,,
11432,subject_informatio_arm_1,,,35.11,,Female,Female
11432,mock_scan_question_arm_1,,,,35,,
11432,fmri_session_quest_arm_1,,,,,,
11433,subject_informatio_arm_1,,,34.11,,Male,Male
11433,mock_scan_question_arm_1,,,,34,,
11433,fmri_session_quest_arm_1,,,,,,
11435,subject_informatio_arm_1,,,33.78,,Female,Female
11435,mock_scan_question_arm_1,,,,33,,
11435,fmri_session_quest_arm_1,,,,,,
11439,subject_informatio_arm_1,,,63.43,,Male,Male
11439,mock_scan_question_arm_1,,,,63,,
11439,fmri_session_quest_arm_1,,,,,,
11440,subject_informatio_arm_1,,,63.5,,Male,Male
11440,mock_scan_question_arm_1,,,,63,,
11440,fmri_session_quest_arm_1,,,,,,
11442,subject_informatio_arm_1,,,56.89,,Female,Female
11442,mock_scan_question_arm_1,,,,56,,
11443,subject_informatio_arm_1,,,57.09,,Female,Female
11443,mock_scan_question_arm_1,,,,56,,
11443,fmri_session_quest_arm_1,,,,,,
11445,subject_informatio_arm_1,,,,,,
11449,subject_informatio_arm_1,,,67.42,,Female,Female
11449,mock_scan_question_arm_1,,,,67,,
11450,subject_informatio_arm_1,,,45.82,,Male,Male
11450,mock_scan_question_arm_1,,,,45,,
11450,fmri_session_quest_arm_1,,,,,,
11451,subject_informatio_arm_1,,,48.94,,Male,Male
11451,mock_scan_question_arm_1,,,,48,,
11451,fmri_session_quest_arm_1,,,,,,
11461,subject_informatio_arm_1,,,74.81,,Male,Male
11461,mock_scan_question_arm_1,,,,74,,
11461,fmri_session_quest_arm_1,,,,,,
11462,subject_informatio_arm_1,,,69.49,,Male,Male
11462,mock_scan_question_arm_1,,,,69,,
11462,fmri_session_quest_arm_1,,,,,,
11462_presq,fmri_session_quest_arm_1,,,,,,
11472,subject_informatio_arm_1,,,57.72,,Male,Male
11472,mock_scan_question_arm_1,,,,,,
11472,fmri_session_quest_arm_1,,,,,,
11475,subject_informatio_arm_1,,,55.88,,Female,Female
11475,mock_scan_question_arm_1,,,,55,,
11492,subject_informatio_arm_1,,,48.71,,Male,Male
11492,mock_scan_question_arm_1,,,,48,,
11492,fmri_session_quest_arm_1,,,,,,
11492_2,mock_scan_question_arm_1,,,,,,
11493,subject_informatio_arm_1,,,48.3,,Female,Female
11493,mock_scan_question_arm_1,,,,48,,
11493,fmri_session_quest_arm_1,,,,,,
11494,subject_informatio_arm_1,,,47.46,,Female,Female
11498,subject_informatio_arm_1,,,46.46,,Female,Female
11498,mock_scan_question_arm_1,,,,46,,
11498,fmri_session_quest_arm_1,,,,,,
11508,subject_informatio_arm_1,,,41.91,,Male,Male
11508,mock_scan_question_arm_1,,,,41,,
11509,subject_informatio_arm_1,,,41.28,,Male,Male
11516,subject_informatio_arm_1,,,36.89,,Female,Female
11516,mock_scan_question_arm_1,,,,36,,
11517,subject_informatio_arm_1,,,23.38,,Female,Female
11517,mock_scan_question_arm_1,,,,23,,
11517,fmri_session_quest_arm_1,,,,,,
11518,subject_informatio_arm_1,,,21.62,,Female,Female
11518,mock_scan_question_arm_1,,,,21,,
11518,fmri_session_quest_arm_1,,,,,,
"11518 pre",fmri_session_quest_arm_1,,,,,,
11521,subject_informatio_arm_1,,,22.2,,Female,Female
11521,mock_scan_question_arm_1,,,,22,,
11523,subject_informatio_arm_1,,,36.93,,Female,Female
11523,mock_scan_question_arm_1,,,,37,,
11523,fmri_session_quest_arm_1,,,,,,
11525,subject_informatio_arm_1,,,22.83,,Male,Male
11526,subject_informatio_arm_1,,,24.63,,Female,Female
11526,mock_scan_question_arm_1,,,,24,,
11526,fmri_session_quest_arm_1,,,,,,
11526s_duplicate_prescan,subject_informatio_arm_1,,,24.77,,Female,
11526s_duplicate_prescan,mock_scan_question_arm_1,,,,,,
11526s_duplicate_prescan,fmri_session_quest_arm_1,,,,,,
11527,subject_informatio_arm_1,,,22.41,,Male,Male
11527,mock_scan_question_arm_1,,,,22,,
11527,fmri_session_quest_arm_1,,,,,,
11529,subject_informatio_arm_1,,,22.65,,Female,Female
11529,mock_scan_question_arm_1,,,,22,,
11529,fmri_session_quest_arm_1,,,,,,
11530,subject_informatio_arm_1,,,25.05,,Non-Binary,Female
11530,mock_scan_question_arm_1,,,,25,,
11530,fmri_session_quest_arm_1,,,,,,
11532,subject_informatio_arm_1,,,37,,Female,Female
11532,mock_scan_question_arm_1,,,,36,,
11532,fmri_session_quest_arm_1,,,,,,
11533,subject_informatio_arm_1,,,33.72,,Female,Female
11533,mock_scan_question_arm_1,,,,33,,
11533,fmri_session_quest_arm_1,,,,,,
11534,subject_informatio_arm_1,,,22.81,,Male,Male
11534,mock_scan_question_arm_1,,,,22,,
11534,fmri_session_quest_arm_1,,,,,,
11535,subject_informatio_arm_1,,,34.8,,Female,Female
11535,mock_scan_question_arm_1,,,,34,,
11535,fmri_session_quest_arm_1,,,,,,
11536,subject_informatio_arm_1,,,37.32,,Male,Male
11536,mock_scan_question_arm_1,,,,37,,
11536,fmri_session_quest_arm_1,,,,,,
11539,subject_informatio_arm_1,,,27.85,,Male,Male
11539,mock_scan_question_arm_1,,,,27,,
11539,fmri_session_quest_arm_1,,,,,,
11540,subject_informatio_arm_1,,,34.66,,Female,Female
11540,mock_scan_question_arm_1,,,,34,,
11540,fmri_session_quest_arm_1,,,,,,
11541,mock_scan_question_arm_1,,,,,,
11542,subject_informatio_arm_1,,,61.55,,Male,Male
11542,mock_scan_question_arm_1,,,,61,,
11542,fmri_session_quest_arm_1,,,,,,
11545,subject_informatio_arm_1,,,73.82,,Female,Female
11545,mock_scan_question_arm_1,,,,73,,
11545,fmri_session_quest_arm_1,,,,,,
11551,subject_informatio_arm_1,,,65.74,,Female,Female
11551,mock_scan_question_arm_1,,,,65,,
11551,fmri_session_quest_arm_1,,,,,,
11552,subject_informatio_arm_1,,,61.17,,Female,Female
11559,subject_informatio_arm_1,,,67.72,,Female,Female
11559,mock_scan_question_arm_1,,,,67,,
11559,fmri_session_quest_arm_1,,,,,,
11560,subject_informatio_arm_1,,,59.59,,Male,Male
11560,mock_scan_question_arm_1,,,,59,,
11560,fmri_session_quest_arm_1,,,,,,
11562,subject_informatio_arm_1,,,60.27,,Male,Male
11563,subject_informatio_arm_1,,,55.31,,Male,Male
11563,mock_scan_question_arm_1,,,,55,,
11563,fmri_session_quest_arm_1,,,,,,
11565,subject_informatio_arm_1,,,61.14,,Female,Female
11565,mock_scan_question_arm_1,,,,61,,
11565,fmri_session_quest_arm_1,,,,,,
11570,subject_informatio_arm_1,,,41.57,,Male,Male
11570,mock_scan_question_arm_1,,,,41,,
11570,fmri_session_quest_arm_1,,,,,,
11572,subject_informatio_arm_1,,,42.3,,Male,Male
11572,mock_scan_question_arm_1,,,,42,,
11572,fmri_session_quest_arm_1,,,,,,
11579,subject_informatio_arm_1,,,47.1,,Male,Male
11579,mock_scan_question_arm_1,,,,47,,
11579,fmri_session_quest_arm_1,,,,,,
11583,subject_informatio_arm_1,,,50.92,,Male,Male
11583,mock_scan_question_arm_1,,,,50,,
11586,subject_informatio_arm_1,,,53.15,,Male,Male
11586,mock_scan_question_arm_1,,,,53,,
11586,fmri_session_quest_arm_1,,,,,,
11587,subject_informatio_arm_1,,,54.3,,Male,Male
11587,mock_scan_question_arm_1,,,,54,,
11587,fmri_session_quest_arm_1,,,,,,
11588,subject_informatio_arm_1,,,54.28,,Male,Male
11588,mock_scan_question_arm_1,,,,54,,
11588,fmri_session_quest_arm_1,,,,,,
11591,subject_informatio_arm_1,,,59.64,,Male,Male
11591,mock_scan_question_arm_1,,,,59,,
11591,fmri_session_quest_arm_1,,,,,,
11593,subject_informatio_arm_1,,,,,Male,Male
11593,mock_scan_question_arm_1,,,,,,
11597,subject_informatio_arm_1,,,52.18,,Female,Female
11597,mock_scan_question_arm_1,,,,52,,
11597,fmri_session_quest_arm_1,,,,,,
11598,subject_informatio_arm_1,,,52.7,,Female,Female
11598,mock_scan_question_arm_1,,,,52,,
11598,fmri_session_quest_arm_1,,,,,,
11598_partner,mock_scan_question_arm_1,,,,,,
11599,subject_informatio_arm_1,,,52.3,,Female,Female
11599,mock_scan_question_arm_1,,,,52,,
11599,fmri_session_quest_arm_1,,,,,,
11600,subject_informatio_arm_1,,,53.3,,Female,Female
11600,mock_scan_question_arm_1,,,,53,,
11600,fmri_session_quest_arm_1,,,,,,
11603,subject_informatio_arm_1,,,56.64,,Female,Female
11603,mock_scan_question_arm_1,,,,56,,
11603,fmri_session_quest_arm_1,,,,,,
11606,subject_informatio_arm_1,,,59.08,,Female,Female
11606,mock_scan_question_arm_1,,,,59,,
11606,fmri_session_quest_arm_1,,,,,,
11614,subject_informatio_arm_1,,,61.85,,Female,Female
11614,mock_scan_question_arm_1,,,,61,,
11614,fmri_session_quest_arm_1,,,,,,
11622,subject_informatio_arm_1,,,68.54,,Female,Female
11622,mock_scan_question_arm_1,,,,68,,
11622,fmri_session_quest_arm_1,,,,,,
11623,subject_informatio_arm_1,,,79.95,,Female,Female
11623,mock_scan_question_arm_1,,,,79,,
11623,fmri_session_quest_arm_1,,,,,,
11625,subject_informatio_arm_1,,,72.33,,Male,Male
11625,mock_scan_question_arm_1,,,,72,,
11625,fmri_session_quest_arm_1,,,,,,
11626,subject_informatio_arm_1,,,71.28,,Male,Male
11626,mock_scan_question_arm_1,,,,71,,
11626,fmri_session_quest_arm_1,,,,,,
11628,subject_informatio_arm_1,,,55.44,,Female,Female
11628,mock_scan_question_arm_1,,,,55,,
11628,fmri_session_quest_arm_1,,,,,,
11631,subject_informatio_arm_1,,,56.38,,Female,Female
11631,mock_scan_question_arm_1,,,,56,,
11631,fmri_session_quest_arm_1,,,,,,
11651,subject_informatio_arm_1,,,62.93,,Male,Male
11651,mock_scan_question_arm_1,,,,62,,
11651,fmri_session_quest_arm_1,,,,,,
11660,subject_informatio_arm_1,,,41.58,,Female,Female
11660,mock_scan_question_arm_1,,,,41,,
11660,fmri_session_quest_arm_1,,,,,,
11669,subject_informatio_arm_1,,,47.3,,Female,Female
11669,mock_scan_question_arm_1,,,,47,,
11670,subject_informatio_arm_1,,,45.14,,Female,Female
11670,mock_scan_question_arm_1,,,,45,,
11670,fmri_session_quest_arm_1,,,,,,
11674,subject_informatio_arm_1,,,56.66,,Male,Male
11674,mock_scan_question_arm_1,,,,56,,
11674,fmri_session_quest_arm_1,,,,,,
11679,subject_informatio_arm_1,,,57.19,,Female,Female
11679,mock_scan_question_arm_1,,,,57,,
11679,fmri_session_quest_arm_1,,,,,,
11681,subject_informatio_arm_1,,,60.54,,Male,Male
11681,mock_scan_question_arm_1,,,,60,,
11681,fmri_session_quest_arm_1,,,,,,
11692,subject_informatio_arm_1,,,63.04,,Female,Female
11692,mock_scan_question_arm_1,,,,63,,
11692,fmri_session_quest_arm_1,,,,,,
11694,subject_informatio_arm_1,,,52.36,,Female,Female
11694,mock_scan_question_arm_1,,,,52,,
11694,fmri_session_quest_arm_1,,,,,,
11701,subject_informatio_arm_1,,,66.23,,Female,Female
11701,mock_scan_question_arm_1,,,,66,,
11701,fmri_session_quest_arm_1,,,,,,
11703,subject_informatio_arm_1,,,54.04,,Female,Female
11703,mock_scan_question_arm_1,,,,54,,
11703,fmri_session_quest_arm_1,,,,,,
11705,subject_informatio_arm_1,,,54.1,,Male,Male
11705,mock_scan_question_arm_1,,,,54,,
11705,fmri_session_quest_arm_1,,,,,,
11709,subject_informatio_arm_1,,,53.84,,Female,Female
11709,mock_scan_question_arm_1,,,,53,,
11709,fmri_session_quest_arm_1,,,,,,
11710,subject_informatio_arm_1,,,71.76,,Male,Male
11710,mock_scan_question_arm_1,,,,71,,
11710,fmri_session_quest_arm_1,,,,,,
11714,subject_informatio_arm_1,,,71.52,,Male,Male
11714,mock_scan_question_arm_1,,,,71,,
11714,fmri_session_quest_arm_1,,,,,,
11719,subject_informatio_arm_1,,,53.61,,Female,Female
11719,mock_scan_question_arm_1,,,,53,,
11719,fmri_session_quest_arm_1,,,,,,
11720,subject_informatio_arm_1,,,54.31,,Female,Female
11720,mock_scan_question_arm_1,,,,54,,
11720,fmri_session_quest_arm_1,,,,,,
11721,subject_informatio_arm_1,,,,,,
11721,mock_scan_question_arm_1,,,,54,,
11722,subject_informatio_arm_1,,,55.79,,Female,Female
11722,mock_scan_question_arm_1,,,,55,,
