,sub_id,sub_age,sub_gender,nTrial,session,run,cue_Onset,event_duration,endowment_label,condition,fairness,accept_reject,rt,R_Option,L_Option,Endowment,offer,beh_fairness,accept,beh_fairness_perc,beh_fairness_num
18,10317,62.96,Female,18,ses-01,1,137.71199,5.7354,high,social,10.229167,Accept,1.4999352,0,16,32,16,0.5,1,50%,0.5
19,10317,62.96,Female,19,ses-01,1,144.50645,5.77388,high,nonsocial,-3.770833,Accept,1.599307,2,0,32,2,0.0625,1,5%,0.05
20,10317,62.96,Female,20,ses-01,1,151.3401,5.77321,high,nonsocial,2.229167,Accept,1.3838454,0,8,32,8,0.25,1,25%,0.25
21,10317,62.96,Female,21,ses-01,1,158.17375,5.77285,high,nonsocial,-2.770833,Accept,1.7009007,3,0,32,3,0.09375,1,10%,0.1
22,10317,62.96,Female,22,ses-01,1,169.10728,5.70554,low,social,-3.770833,Accept,1.5841199,0,2,16,2,0.125,1,10%,0.1
23,10317,62.96,Female,23,ses-01,1,176.73311,5.73093,low,social,2.229167,Accept,1.4157115,8,0,16,8,0.5,1,50%,0.5
24,10317,62.96,Female,24,ses-01,1,183.57376,5.72322,high,social,-3.770833,Accept,1.3997325,0,2,32,2,0.0625,1,5%,0.05
25,10317,62.96,Female,25,ses-01,1,191.1737,5.77325,low,nonsocial,-1.770833,Accept,1.1834064,4,0,16,4,0.25,1,25%,0.25
26,10317,62.96,Female,26,ses-01,1,198.07887,5.70099,low,social,-4.770833,Accept,1.4000605,0,1,16,1,0.0625,1,5%,0.05
27,10317,62.96,Female,27,ses-01,1,205.65697,5.77296,high,nonsocial,10.229167,Accept,1.4002712,0,16,32,16,0.5,1,50%,0.5
28,10317,62.96,Female,28,ses-01,1,212.54594,5.71804,low,social,-3.770833,Accept,1.5157892,2,0,16,2,0.125,1,10%,0.1
29,10317,62.96,Female,29,ses-01,1,219.3233,5.77451,low,nonsocial,-3.770833,Accept,1.2987995,0,2,16,2,0.125,1,10%,0.1
30,10317,62.96,Female,30,ses-01,1,231.80673,5.77422,low,nonsocial,-4.770833,Accept,1.5154866,1,0,16,1,0.0625,1,5%,0.05
31,10317,62.96,Female,31,ses-01,1,241.0733,5.77361,high,nonsocial,-3.770833,Accept,1.3005464,2,0,32,2,0.0625,1,5%,0.05
32,10317,62.96,Female,32,ses-01,1,248.72316,5.77314,low,nonsocial,-3.770833,Accept,1.2172574,2,0,16,2,0.125,1,10%,0.1
33,10317,62.96,Female,33,ses-01,1,255.55684,5.77284,high,nonsocial,-2.770833,Accept,1.7834382,0,3,32,3,0.09375,1,10%,0.1
34,10317,62.96,Female,34,ses-01,1,262.38995,5.77503,high,nonsocial,-3.770833,Accept,1.6657503,2,0,32,2,0.0625,1,5%,0.05
35,10317,62.96,Female,35,ses-01,1,270.07996,5.73312,high,social,-3.770833,Accept,1.7333626,0,2,32,2,0.0625,1,5%,0.05
36,10317,62.96,Female,36,ses-01,1,276.8732,5.77386,low,nonsocial,-1.770833,Accept,1.49949,4,0,16,4,0.25,1,25%,0.25
37,10317,62.96,Female,37,ses-01,1,283.8079,5.6711,low,social,-1.770833,Accept,1.7506222,4,0,16,4,0.25,1,25%,0.25
38,10317,62.96,Female,38,ses-01,1,293.02744,5.70318,low,social,-1.770833,Accept,1.5325016,4,0,16,4,0.25,1,25%,0.25
39,10317,62.96,Female,39,ses-01,1,299.7897,5.77378,low,nonsocial,-1.770833,Accept,1.3666192,0,4,16,4,0.25,1,25%,0.25
40,10317,62.96,Female,40,ses-01,1,310.7119,5.7181,low,social,-4.770833,Accept,1.2998621,1,0,16,1,0.0625,1,5%,0.05
41,10317,62.96,Female,41,ses-01,1,317.4899,5.77328,high,nonsocial,2.229167,Accept,1.6495762,8,0,32,8,0.25,1,25%,0.25
42,10317,62.96,Female,42,ses-01,1,326.79175,5.72085,high,social,2.229167,Accept,1.7334892,8,0,32,8,0.25,1,25%,0.25
43,10317,62.96,Female,43,ses-01,1,334.37317,5.7727,high,nonsocial,10.229167,Accept,1.5834101,16,0,32,16,0.5,1,50%,0.5
44,10317,62.96,Female,44,ses-01,1,342.06808,5.72788,high,social,-3.770833,Accept,1.7493719,2,0,32,2,0.0625,1,5%,0.05
45,10317,62.96,Female,45,ses-01,1,348.90396,5.72647,low,social,-1.770833,Accept,1.9322946,0,4,16,4,0.25,1,25%,0.25
46,10317,62.96,Female,46,ses-01,1,355.68982,5.7731,high,nonsocial,10.229167,Accept,1.6164346,0,16,32,16,0.5,1,50%,0.5
47,10317,62.96,Female,47,ses-01,1,363.41345,5.70035,low,social,-3.770833,Accept,1.6327149,2,0,16,2,0.125,1,10%,0.1
48,10317,62.96,Female,48,ses-01,1,370.21622,5.73048,low,social,2.229167,Accept,1.8328182,8,0,16,8,0.5,1,50%,0.5
49,10317,62.96,Female,1,ses-01,2,4.508765,5.774054,high,nonsocial,10.5625,Accept,1.265554,0,16,32,16,0.5,1,50%,0.5
50,10317,62.96,Female,2,ses-01,2,11.341829,5.772995,high,nonsocial,2.5625,Accept,1.5830483,8,0,32,8,0.25,1,25%,0.25
51,10317,62.96,Female,3,ses-01,2,18.99218,5.773512,low,nonsocial,-3.4375,Accept,1.4164848,0,2,16,2,0.125,1,10%,0.1
52,10317,62.96,Female,4,ses-01,2,25.881552,5.716234,low,social,2.5625,Accept,1.7670515,8,0,16,8,0.5,1,50%,0.5
53,10317,62.96,Female,5,ses-01,2,32.72742,5.705712,low,social,2.5625,Accept,1.5325572,0,8,16,8,0.5,1,50%,0.5
54,10317,62.96,Female,6,ses-01,2,41.92547,5.77327,high,nonsocial,2.5625,Accept,1.3332382,0,8,32,8,0.25,1,25%,0.25
55,10317,62.96,Female,7,ses-01,2,49.575134,5.774956,high,nonsocial,10.5625,Accept,1.1987693,0,16,32,16,0.5,1,50%,0.5
56,10317,62.96,Female,8,ses-01,2,56.408634,5.773576,low,nonsocial,-3.4375,Accept,1.399687,0,2,16,2,0.125,1,10%,0.1
57,10317,62.96,Female,9,ses-01,2,65.735176,5.695804,low,social,-3.4375,Accept,1.4669378,0,2,16,2,0.125,1,10%,0.1
58,10317,62.96,Female,10,ses-01,2,73.36051,5.705416,high,social,2.5625,Accept,1.465767,8,0,32,8,0.25,1,25%,0.25
59,10317,62.96,Female,11,ses-01,2,82.59902,5.71582,low,social,-3.4375,Accept,1.6673287,2,0,16,2,0.125,1,10%,0.1
60,10317,62.96,Female,12,ses-01,2,89.37526,5.77255,high,nonsocial,2.5625,Accept,1.8674142,8,0,32,8,0.25,1,25%,0.25
61,10317,62.96,Female,13,ses-01,2,96.20864,5.77427,high,nonsocial,-2.4375,Accept,1.5329202,0,3,32,3,0.09375,1,10%,0.1
62,10317,62.96,Female,14,ses-01,2,105.474785,5.774719,high,nonsocial,2.5625,Accept,1.6659172,8,0,32,8,0.25,1,25%,0.25
63,10317,62.96,Female,15,ses-01,2,112.3084,5.77456,high,nonsocial,-3.4375,Accept,1.7658551,2,0,32,2,0.0625,1,5%,0.05
64,10317,62.96,Female,16,ses-01,2,121.60621,5.74162,low,social,2.5625,Accept,1.600586,8,0,16,8,0.5,1,50%,0.5
65,10317,62.96,Female,17,ses-01,2,128.40858,5.77227,low,nonsocial,2.5625,Accept,1.7000809,8,0,16,8,0.5,1,50%,0.5
66,10317,62.96,Female,18,ses-01,2,139.30913,5.73874,low,social,-3.4375,Accept,1.2505827,0,2,16,2,0.125,1,10%,0.1
67,10317,62.96,Female,19,ses-01,2,146.14534,5.73654,high,social,2.5625,Accept,1.2501419,0,8,32,8,0.25,1,25%,0.25
68,10317,62.96,Female,20,ses-01,2,152.94215,5.77187,high,nonsocial,2.5625,Accept,1.650468,8,0,32,8,0.25,1,25%,0.25
69,10317,62.96,Female,21,ses-01,2,160.61353,5.73559,low,social,-4.4375,Accept,1.1658658,0,1,16,1,0.0625,1,5%,0.05
70,10317,62.96,Female,22,ses-01,2,168.22499,5.77396,low,nonsocial,-3.4375,Accept,1.3826613,0,2,16,2,0.125,1,10%,0.1
71,10317,62.96,Female,23,ses-01,2,175.14595,5.68485,high,social,-3.4375,Accept,1.7501163,2,0,32,2,0.0625,1,5%,0.05
72,10317,62.96,Female,24,ses-01,2,181.9481,5.71674,high,social,-3.4375,Accept,1.5843245,2,0,32,2,0.0625,1,5%,0.05
73,10317,62.96,Female,25,ses-01,2,188.74554,5.75339,high,social,10.5625,Accept,1.4659817,0,16,32,16,0.5,1,50%,0.5
74,10317,62.96,Female,26,ses-01,2,199.59135,5.77349,high,nonsocial,10.5625,Accept,1.733415,0,16,32,16,0.5,1,50%,0.5
75,10317,62.96,Female,27,ses-01,2,207.26991,5.74439,high,social,-2.4375,Accept,1.6831226,0,3,32,3,0.09375,1,10%,0.1
76,10317,62.96,Female,28,ses-01,2,214.89159,5.77513,high,nonsocial,-3.4375,Accept,1.5156678,0,2,32,2,0.0625,1,5%,0.05
77,10317,62.96,Female,29,ses-01,2,221.75247,5.74625,low,social,-3.4375,Accept,1.7667928,2,0,16,2,0.125,1,10%,0.1
78,10317,62.96,Female,30,ses-01,2,228.60008,5.73087,low,social,2.5625,Accept,1.5339994,0,8,16,8,0.5,1,50%,0.5
79,10317,62.96,Female,31,ses-01,2,235.39195,5.77477,low,nonsocial,-1.4375,Accept,1.5157475,4,0,16,4,0.25,1,25%,0.25
80,10317,62.96,Female,32,ses-01,2,242.28252,5.71538,high,social,2.5625,Accept,1.5507954,8,0,32,8,0.25,1,25%,0.25
81,10317,62.96,Female,33,ses-01,2,249.91345,5.73505,high,social,-3.4375,Accept,1.5337899,0,2,32,2,0.0625,1,5%,0.05
82,10317,62.96,Female,34,ses-01,2,256.74496,5.73688,high,social,2.5625,Accept,1.5998064,8,0,32,8,0.25,1,25%,0.25
83,10317,62.96,Female,35,ses-01,2,263.54166,5.7734,high,nonsocial,-3.4375,Accept,1.7331007,0,2,32,2,0.0625,1,5%,0.05
84,10317,62.96,Female,36,ses-01,2,272.842,5.72187,low,social,-1.4375,Accept,1.1000448,0,4,16,4,0.25,1,25%,0.25
85,10317,62.96,Female,37,ses-01,2,279.62515,5.77378,low,nonsocial,2.5625,Accept,1.1657875,0,8,16,8,0.5,1,50%,0.5
86,10317,62.96,Female,38,ses-01,2,286.55743,5.67353,high,social,-3.4375,Accept,1.4660993,2,0,32,2,0.0625,1,5%,0.05
87,10317,62.96,Female,39,ses-01,2,294.17203,5.70901,high,social,-2.4375,Accept,1.2669475,3,0,32,3,0.09375,1,10%,0.1
88,10317,62.96,Female,40,ses-01,2,306.59155,5.77259,low,nonsocial,2.5625,Accept,1.7007952,0,8,16,8,0.5,1,50%,0.5
89,10317,62.96,Female,41,ses-01,2,313.4248,5.77378,low,nonsocial,-3.4375,Accept,1.4167397,0,2,16,2,0.125,1,10%,0.1
90,10317,62.96,Female,42,ses-01,2,320.30792,5.72293,low,social,2.5625,Accept,2.2502096,0,8,16,8,0.5,1,50%,0.5
91,10317,62.96,Female,43,ses-01,2,327.90802,5.77383,low,nonsocial,-4.4375,Accept,1.5157951,1,0,16,1,0.0625,1,5%,0.05
92,10317,62.96,Female,44,ses-01,2,334.7414,5.77532,high,nonsocial,-3.4375,Accept,1.365665,2,0,32,2,0.0625,1,5%,0.05
93,10317,62.96,Female,45,ses-01,2,344.008,5.77288,high,nonsocial,-2.4375,Accept,1.4669018,3,0,32,3,0.09375,1,10%,0.1
94,10317,62.96,Female,46,ses-01,2,354.8746,5.77314,high,nonsocial,-3.4375,Accept,1.5161833,2,0,32,2,0.0625,1,5%,0.05
95,10317,62.96,Female,47,ses-01,2,362.55823,5.72227,low,social,-1.4375,Accept,1.5003506,0,4,16,4,0.25,1,25%,0.25
96,10317,62.96,Female,48,ses-01,2,370.24323,5.68661,low,social,-4.4375,Accept,1.3172028,1,0,16,1,0.0625,1,5%,0.05
97,10369,31.95,Male,1,ses-01,1,4.5732718,5.704789,high,social,10.229167,Accept,1.28305,0,16,32,16,0.5,1,50%,0.5
98,10369,31.95,Male,2,ses-01,1,13.825102,5.71995,high,social,-2.770833,Accept,2.082612,0,3,32,3,0.09375,1,10%,0.1
99,10369,31.95,Male,3,ses-01,1,20.604336,5.772699,low,nonsocial,2.229167,Accept,0.950667,0,8,16,8,0.5,1,50%,0.5
100,10369,31.95,Male,4,ses-01,1,27.517277,5.693756,low,social,-3.770833,Accept,1.9500275,0,2,16,2,0.125,1,10%,0.1
101,10369,31.95,Male,5,ses-01,1,34.34706,5.69794,high,social,10.229167,Accept,0.9502357,0,16,32,16,0.5,1,50%,0.5
102,10369,31.95,Male,6,ses-01,1,41.92106,5.77293,high,nonsocial,2.229167,Accept,1.5166739,0,8,32,8,0.25,1,25%,0.25
103,10369,31.95,Male,7,ses-01,1,52.89051,5.669324,high,social,10.229167,Accept,1.0002098,0,16,32,16,0.5,1,50%,0.5
104,10369,31.95,Male,8,ses-01,1,59.621,5.77397,low,nonsocial,-3.770833,Accept,1.3664154,0,2,16,2,0.125,1,10%,0.1
105,10369,31.95,Male,9,ses-01,1,68.88776,5.77321,high,nonsocial,-3.770833,Accept,1.6660517,0,2,32,2,0.0625,1,5%,0.05
106,10369,31.95,Male,10,ses-01,1,75.80685,5.68913,high,social,-2.770833,Reject,1.5995052,3,0,32,3,0.09375,0,10%,0.1
107,10369,31.95,Male,11,ses-01,1,84.987755,5.774805,low,nonsocial,-3.770833,Reject,2.216377,2,0,16,2,0.125,0,10%,0.1
108,10369,31.95,Male,12,ses-01,1,91.82096,5.77497,low,nonsocial,2.229167,Accept,1.6828927,8,0,16,8,0.5,1,50%,0.5
109,10369,31.95,Male,13,ses-01,1,98.72541,5.70253,high,social,-3.770833,Accept,2.0163841,2,0,32,2,0.0625,1,5%,0.05
110,10369,31.95,Male,14,ses-01,1,107.92061,5.774344,high,nonsocial,-3.770833,Accept,1.9163843,0,2,32,2,0.0625,1,5%,0.05
111,10369,31.95,Male,15,ses-01,1,115.570854,5.773066,high,nonsocial,10.229167,Accept,1.5164396,0,16,32,16,0.5,1,50%,0.5
112,10369,31.95,Male,16,ses-01,1,122.468124,5.710846,high,social,2.229167,Accept,1.466197,8,0,32,8,0.25,1,25%,0.25
113,10369,31.95,Male,17,ses-01,1,130.11455,5.71553,low,social,-1.770833,Accept,1.6649127,0,4,16,4,0.25,1,25%,0.25
114,10369,31.95,Male,18,ses-01,1,137.78995,5.68707,high,social,10.229167,Accept,0.9665291,0,16,32,16,0.5,1,50%,0.5
115,10369,31.95,Male,19,ses-01,1,144.53711,5.7744,high,nonsocial,-3.770833,Accept,1.6498189,2,0,32,2,0.0625,1,5%,0.05
116,10369,31.95,Male,20,ses-01,1,151.37091,5.774,high,nonsocial,2.229167,Accept,1.4993451,0,8,32,8,0.25,1,25%,0.25
117,10369,31.95,Male,21,ses-01,1,158.2049,5.773,high,nonsocial,-2.770833,Accept,1.6335971,3,0,32,3,0.09375,1,10%,0.1
118,10369,31.95,Male,22,ses-01,1,169.13785,5.70703,low,social,-3.770833,Accept,1.6837432,0,2,16,2,0.125,1,10%,0.1
119,10369,31.95,Male,23,ses-01,1,176.78915,5.70682,low,social,2.229167,Accept,1.3153094,8,0,16,8,0.5,1,50%,0.5
120,10369,31.95,Male,24,ses-01,1,183.66806,5.66078,high,social,-3.770833,Accept,1.6157024,0,2,32,2,0.0625,1,5%,0.05
121,10369,31.95,Male,25,ses-01,1,191.20407,5.77181,low,nonsocial,-1.770833,Accept,1.350354,4,0,16,4,0.25,1,25%,0.25
122,10369,31.95,Male,26,ses-01,1,198.10568,5.70615,low,social,-4.770833,Accept,2.133168,0,1,16,1,0.0625,1,5%,0.05
123,10369,31.95,Male,27,ses-01,1,205.68736,5.77352,high,nonsocial,10.229167,Accept,1.1833802,0,16,32,16,0.5,1,50%,0.5
124,10369,31.95,Male,28,ses-01,1,212.58038,5.71447,low,social,-3.770833,Accept,2.0494208,2,0,16,2,0.125,1,10%,0.1
125,10369,31.95,Male,29,ses-01,1,219.35431,5.77339,low,nonsocial,-3.770833,Accept,1.1658359,0,2,16,2,0.125,1,10%,0.1
126,10369,31.95,Male,30,ses-01,1,231.83673,5.77384,low,nonsocial,-4.770833,Accept,1.5497669,1,0,16,1,0.0625,1,5%,0.05
127,10369,31.95,Male,31,ses-01,1,241.0873,5.7745,high,nonsocial,-3.770833,Accept,1.2825737,2,0,32,2,0.0625,1,5%,0.05
128,10369,31.95,Male,32,ses-01,1,248.73723,5.77457,low,nonsocial,-3.770833,Accept,2.016318,2,0,16,2,0.125,1,10%,0.1
129,10369,31.95,Male,33,ses-01,1,255.57005,5.77303,high,nonsocial,-2.770833,Accept,1.7500516,0,3,32,3,0.09375,1,10%,0.1
130,10369,31.95,Male,34,ses-01,1,262.4039,5.77386,high,nonsocial,-3.770833,Accept,1.4329036,2,0,32,2,0.0625,1,5%,0.05
131,10369,31.95,Male,35,ses-01,1,270.14575,5.68265,high,social,-3.770833,Reject,2.7327905,0,2,32,2,0.0625,0,5%,0.05
132,10369,31.95,Male,36,ses-01,1,276.8871,5.7737,low,nonsocial,-1.770833,Accept,1.5659508,4,0,16,4,0.25,1,25%,0.25
133,10369,31.95,Male,37,ses-01,1,283.79553,5.69824,low,social,-1.770833,Accept,1.3330123,4,0,16,4,0.25,1,25%,0.25
134,10369,31.95,Male,38,ses-01,1,293.0304,5.71402,low,social,-1.770833,Accept,1.2990197,4,0,16,4,0.25,1,25%,0.25
135,10369,31.95,Male,39,ses-01,1,299.8039,5.77297,low,nonsocial,-1.770833,Accept,1.1493411,0,4,16,4,0.25,1,25%,0.25
136,10369,31.95,Male,40,ses-01,1,310.74765,5.69702,low,social,-4.770833,Accept,1.4836043,1,0,16,1,0.0625,1,5%,0.05
137,10369,31.95,Male,41,ses-01,1,317.50378,5.77204,high,nonsocial,2.229167,Accept,0.8502188,8,0,32,8,0.25,1,25%,0.25
138,10369,31.95,Male,42,ses-01,1,326.82336,5.70337,high,social,2.229167,Accept,1.4998703,8,0,32,8,0.25,1,25%,0.25
139,10369,31.95,Male,43,ses-01,1,334.40338,5.77347,high,nonsocial,10.229167,Accept,1.4491745,16,0,32,16,0.5,1,50%,0.5
140,10369,31.95,Male,44,ses-01,1,342.10623,5.72047,high,social,-3.770833,Accept,1.4833642,2,0,32,2,0.0625,1,5%,0.05
141,10369,31.95,Male,45,ses-01,1,348.95032,5.71136,low,social,-1.770833,Accept,1.2156948,0,4,16,4,0.25,1,25%,0.25
142,10369,31.95,Male,46,ses-01,1,355.72003,5.77469,high,nonsocial,10.229167,Accept,0.8318258,0,16,32,16,0.5,1,50%,0.5
143,10369,31.95,Male,47,ses-01,1,363.42474,5.71994,low,social,-3.770833,Accept,1.8159891,2,0,16,2,0.125,1,10%,0.1
144,10369,31.95,Male,48,ses-01,1,370.24902,5.72773,low,social,2.229167,Accept,1.999494,8,0,16,8,0.5,1,50%,0.5
145,10369,31.95,Male,1,ses-01,2,4.509717,5.773325,high,nonsocial,10.5625,Accept,0.8995829,0,16,32,16,0.5,1,50%,0.5
146,10369,31.95,Male,2,ses-01,2,11.343173,5.773004,high,nonsocial,2.5625,Accept,1.349665,8,0,32,8,0.25,1,25%,0.25
147,10369,31.95,Male,3,ses-01,2,18.993036,5.773968,low,nonsocial,-3.4375,Accept,1.4329681,0,2,16,2,0.125,1,10%,0.1
148,10369,31.95,Male,4,ses-01,2,25.895386,5.705614,low,social,2.5625,Accept,1.1322922,8,0,16,8,0.5,1,50%,0.5
149,10369,31.95,Male,5,ses-01,2,32.734314,5.699718,low,social,2.5625,Accept,0.9331706,0,8,16,8,0.5,1,50%,0.5
150,10369,31.95,Male,6,ses-01,2,41.925957,5.774757,high,nonsocial,2.5625,Accept,1.0661051,0,8,32,8,0.25,1,25%,0.25
151,10369,31.95,Male,7,ses-01,2,49.576443,5.773575,high,nonsocial,10.5625,Accept,0.8830754,0,16,32,16,0.5,1,50%,0.5
152,10369,31.95,Male,8,ses-01,2,56.410072,5.771648,low,nonsocial,-3.4375,Accept,1.3002167,0,2,16,2,0.125,1,10%,0.1
153,10369,31.95,Male,9,ses-01,2,65.74592,5.68504,low,social,-3.4375,Accept,1.1673162,0,2,16,2,0.125,1,10%,0.1
154,10369,31.95,Male,10,ses-01,2,73.36291,5.70212,high,social,2.5625,Accept,1.1000619,8,0,32,8,0.25,1,25%,0.25
155,10369,31.95,Male,11,ses-01,2,82.6626,5.653455,low,social,-3.4375,Accept,1.1995414,2,0,16,2,0.125,1,10%,0.1
156,10369,31.95,Male,12,ses-01,2,89.3765,5.77259,high,nonsocial,2.5625,Accept,1.4338039,8,0,32,8,0.25,1,25%,0.25
157,10369,31.95,Male,13,ses-01,2,96.20956,5.775395,high,nonsocial,-2.4375,Accept,2.1653235,0,3,32,3,0.09375,1,10%,0.1
158,10369,31.95,Male,14,ses-01,2,105.47593,5.77343,high,nonsocial,2.5625,Accept,1.1495208,8,0,32,8,0.25,1,25%,0.25
159,10369,31.95,Male,15,ses-01,2,112.30953,5.77217,high,nonsocial,-3.4375,Accept,1.1832165,2,0,32,2,0.0625,1,5%,0.05
160,10369,31.95,Male,16,ses-01,2,121.635,5.71591,low,social,2.5625,Accept,1.0653443,8,0,16,8,0.5,1,50%,0.5
161,10369,31.95,Male,17,ses-01,2,128.40993,5.77195,low,nonsocial,2.5625,Accept,1.0510106,8,0,16,8,0.5,1,50%,0.5
162,10369,31.95,Male,18,ses-01,2,139.35382,5.69701,low,social,-3.4375,Accept,1.1658629,0,2,16,2,0.125,1,10%,0.1
163,10369,31.95,Male,19,ses-01,2,146.17633,5.70645,high,social,2.5625,Accept,1.2330081,0,8,32,8,0.25,1,25%,0.25
164,10369,31.95,Male,20,ses-01,2,152.94272,5.7738,high,nonsocial,2.5625,Accept,1.4997134,8,0,32,8,0.25,1,25%,0.25
165,10369,31.95,Male,21,ses-01,2,160.644,5.72291,low,social,-4.4375,Accept,2.0156274,0,1,16,1,0.0625,1,5%,0.05
166,10369,31.95,Male,22,ses-01,2,168.24261,5.77492,low,nonsocial,-3.4375,Accept,1.5654192,0,2,16,2,0.125,1,10%,0.1
167,10369,31.95,Male,23,ses-01,2,175.15036,5.7005,high,social,-3.4375,Accept,1.9324892,2,0,32,2,0.0625,1,5%,0.05
168,10369,31.95,Male,24,ses-01,2,181.98442,5.69692,high,social,-3.4375,Reject,2.3669722,2,0,32,2,0.0625,0,5%,0.05
169,10369,31.95,Male,25,ses-01,2,188.7998,5.71708,high,social,10.5625,Accept,1.0490004,0,16,32,16,0.5,1,50%,0.5
170,10369,31.95,Male,26,ses-01,2,199.6092,5.77366,high,nonsocial,10.5625,Accept,0.9832626,0,16,32,16,0.5,1,50%,0.5
171,10369,31.95,Male,27,ses-01,2,207.31763,5.71618,high,social,-2.4375,Accept,2.549911,0,3,32,3,0.09375,1,10%,0.1
172,10369,31.95,Male,28,ses-01,2,214.90916,5.77425,high,nonsocial,-3.4375,Reject,2.6160963,0,2,32,2,0.0625,0,5%,0.05
173,10369,31.95,Male,29,ses-01,2,221.81113,5.7057,low,social,-3.4375,Accept,2.4163914,2,0,16,2,0.125,1,10%,0.1
174,10369,31.95,Male,30,ses-01,2,228.63876,5.71105,low,social,2.5625,Accept,0.9167076,0,8,16,8,0.5,1,50%,0.5
175,10369,31.95,Male,31,ses-01,2,235.40912,5.77371,low,nonsocial,-1.4375,Accept,1.7157222,4,0,16,4,0.25,1,25%,0.25
176,10369,31.95,Male,32,ses-01,2,242.29587,5.72093,high,social,2.5625,Accept,1.1167138,8,0,32,8,0.25,1,25%,0.25
177,10369,31.95,Male,33,ses-01,2,249.9628,5.70172,high,social,-3.4375,Accept,1.6001054,0,2,32,2,0.0625,1,5%,0.05
178,10369,31.95,Male,34,ses-01,2,256.77167,5.72813,high,social,2.5625,Accept,1.0838625,8,0,32,8,0.25,1,25%,0.25
179,10369,31.95,Male,35,ses-01,2,263.55917,5.77359,high,nonsocial,-3.4375,Accept,1.6660964,0,2,32,2,0.0625,1,5%,0.05
180,10369,31.95,Male,36,ses-01,2,272.92245,5.67533,low,social,-1.4375,Accept,1.5502177,0,4,16,4,0.25,1,25%,0.25
181,10369,31.95,Male,37,ses-01,2,279.65887,5.77393,low,nonsocial,2.5625,Accept,0.9166179,0,8,16,8,0.5,1,50%,0.5
182,10369,31.95,Male,38,ses-01,2,286.5456,5.71993,high,social,-3.4375,Accept,0.9998621,2,0,32,2,0.0625,1,5%,0.05
183,10369,31.95,Male,39,ses-01,2,294.2216,5.69417,high,social,-2.4375,Accept,1.050947,3,0,32,3,0.09375,1,10%,0.1
184,10369,31.95,Male,40,ses-01,2,306.62622,5.77353,low,nonsocial,2.5625,Accept,1.0827949,0,8,16,8,0.5,1,50%,0.5
185,10369,31.95,Male,41,ses-01,2,313.45883,5.77187,low,nonsocial,-3.4375,Accept,1.2840651,0,2,16,2,0.125,1,10%,0.1
186,10369,31.95,Male,42,ses-01,2,320.35428,5.71042,low,social,2.5625,Accept,1.2661517,0,8,16,8,0.5,1,50%,0.5
