subject	xml_index	nifti_value	roi_name	quantity	tg_recip_gt_nonrecip	ug_fairness_pmod
10402	39	40	Occipital Fusiform Gyrus	zstat	1.0693199286450163	0.9572566416177226
10402	40	41	Frontal Operculum Cortex	zstat	0.003197896172010786	0.942842831616016
10402	41	42	Central Opercular Cortex	zstat	1.2528902655317178	0.9205555690273566
10402	42	43	Parietal Operculum Cortex	zstat	0.6878091198112106	1.1951513800103464
10402	43	44	Planum Polare	zstat	0.20265745840085145	0.8521660093514902
10402	44	45	Heschl's Gyrus (includes H1 and H2)	zstat	-0.036172230414668535	0.4505567946900455
10402	45	46	Planum Temporale	zstat	0.040240052247089736	0.7290806835607582
10402	46	47	Supracalcarine Cortex	zstat	0.6664137857064526	0.4423863040481476
10402	47	48	Occipital Pole	zstat	0.5608655146282076	0.7125167153769059
10478	0	1	Frontal Pole	zstat	-0.20755477344977616	0.013264443126393508
10478	1	2	Insular Cortex	zstat	-0.605189869496304	0.04992744007955987
10478	2	3	Superior Frontal Gyrus	zstat	-0.3374474892824491	-0.273533711376401
10478	3	4	Middle Frontal Gyrus	zstat	0.16169005900570346	-0.164478049364121
10478	4	5	Inferior Frontal Gyrus, pars triangularis	zstat	-0.06697828918556606	-0.16294606459976405
10478	5	6	Inferior Frontal Gyrus, pars opercularis	zstat	-0.5450863285541109	-0.4990196559261392
10478	6	7	Precentral Gyrus	zstat	-0.19655969951117466	-0.030680912963595486
10478	7	8	Temporal Pole	zstat	-0.9426723647928736	-0.20505718423290065
10478	8	9	Superior Temporal Gyrus, anterior division	zstat	-0.8161219486871208	-0.6689578562688369
10478	9	10	Superior Temporal Gyrus, posterior division	zstat	-1.1624800589074706	-0.5717442382743897
10478	10	11	Middle Temporal Gyrus, anterior division	zstat	-0.797672944864147	-0.17285772467574187
10478	11	12	Middle Temporal Gyrus, posterior division	zstat	-0.7479132452796117	-0.3274897417450264
10478	12	13	Middle Temporal Gyrus, temporooccipital part	zstat	-0.7498046050688567	-0.8210972840891334
10478	13	14	Inferior Temporal Gyrus, anterior division	zstat	-1.0442261481326978	-0.18056672808201707
10478	14	15	Inferior Temporal Gyrus, posterior division	zstat	-0.16059650528965366	-0.19674695385960725
10478	15	16	Inferior Temporal Gyrus, temporooccipital part	zstat	0.04216810522614909	-0.18501461263652197
10478	16	17	Postcentral Gyrus	zstat	0.14795595866729222	-0.07621253052015242
10478	17	18	Superior Parietal Lobule	zstat	0.22503128746222567	0.7858984508255883
10478	18	19	Supramarginal Gyrus, anterior division	zstat	0.14806339451291325	0.2956563770915468
10478	19	20	Supramarginal Gyrus, posterior division	zstat	-0.8129385837945282	-0.3002465156479613
10478	20	21	Angular Gyrus	zstat	-0.600843650985599	-0.47662036873575536
10478	21	22	Lateral Occipital Cortex, superior division	zstat	0.30461631662806726	-0.12410567780036867
10478	22	23	Lateral Occipital Cortex, inferior division	zstat	-0.05216630732861217	-0.20891524308561876
10478	23	24	Intracalcarine Cortex	zstat	0.19108609922125153	-0.09797367914389558
10478	24	25	Frontal Medial Cortex	zstat	-0.14756606470839723	-0.3088312032108248
10478	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	zstat	-0.5375458591977902	-0.03755970026454511
10478	26	27	Subcallosal Cortex	zstat	-0.22190852208206288	-0.39061231186900003
10478	27	28	Paracingulate Gyrus	zstat	-0.4787426341528579	-0.23660986469208298
10478	28	29	Cingulate Gyrus, anterior division	zstat	-0.31760606148893233	-0.1025480224826902
10478	29	30	Cingulate Gyrus, posterior division	zstat	-0.3713014696724713	0.032441655931063
10478	30	31	Precuneous Cortex	zstat	0.19014555896060273	-0.5402233782107747
10478	31	32	Cuneal Cortex	zstat	-0.07285815852842895	-0.10865455309750963
10478	32	33	Frontal Orbital Cortex	zstat	-1.100154910110068	0.12802945595392148
10478	33	34	Parahippocampal Gyrus, anterior division	zstat	-0.06497633235891705	-0.1654908218177909
10478	34	35	Parahippocampal Gyrus, posterior division	zstat	0.06943223752643703	-0.05202793978541246
10478	35	36	Lingual Gyrus	zstat	0.3408051159297897	0.03861985029671568
10478	36	37	Temporal Fusiform Cortex, anterior division	zstat	-0.626045552876626	-0.45435905836998147
10478	37	38	Temporal Fusiform Cortex, posterior division	zstat	-0.11312171138250773	-0.26022113510768174
10478	38	39	Temporal Occipital Fusiform Cortex	zstat	-0.26697871710590504	-0.6208781740564187
10478	39	40	Occipital Fusiform Gyrus	zstat	0.5369548870887441	-0.39475259842566107
10478	40	41	Frontal Operculum Cortex	zstat	-0.8377852250250573	-0.562611111975862
10478	41	42	Central Opercular Cortex	zstat	-0.2962015354012404	-0.3707568174326394
10478	42	43	Parietal Operculum Cortex	zstat	-0.2678759204410489	-0.40730079673620667
10478	43	44	Planum Polare	zstat	-0.18969826299327475	-0.3354029544728687
10478	44	45	Heschl's Gyrus (includes H1 and H2)	zstat	-0.02388086672958141	-0.8402501649485068
10478	45	46	Planum Temporale	zstat	-0.25402435351297303	-0.5489189327395214
10478	46	47	Supracalcarine Cortex	zstat	0.45397139927174185	-0.24730831243474274
10478	47	48	Occipital Pole	zstat	0.018282172310070396	-0.5620151865469274
10486	0	1	Frontal Pole	zstat	-0.14024610854923258	0.33549436712876907
10486	1	2	Insular Cortex	zstat	0.548089013034411	-0.1832844546692804
10486	2	3	Superior Frontal Gyrus	zstat	-0.0958112475678593	0.4073403647851202
10486	3	4	Middle Frontal Gyrus	zstat	0.09458329397104438	0.23104668446883497
10486	4	5	Inferior Frontal Gyrus, pars triangularis	zstat	0.21874622486525327	0.03672112363760831
10486	5	6	Inferior Frontal Gyrus, pars opercularis	zstat	-0.10962497963802997	-0.2822635003143132
10486	6	7	Precentral Gyrus	zstat	0.4311923559943444	-0.09947071966979106
10486	7	8	Temporal Pole	zstat	0.14662558229439743	-0.3111636712251211
10486	8	9	Superior Temporal Gyrus, anterior division	zstat	-0.1215992737465944	-0.27583108272057216
10486	9	10	Superior Temporal Gyrus, posterior division	zstat	-0.5621133812237531	-0.5672113387875695
10486	10	11	Middle Temporal Gyrus, anterior division	zstat	0.10690884336815284	0.04219790495890401
10486	11	12	Middle Temporal Gyrus, posterior division	zstat	-0.5006013264286694	0.007555485403270133
10486	12	13	Middle Temporal Gyrus, temporooccipital part	zstat	0.14986331072167405	-0.26262058405349087
10486	13	14	Inferior Temporal Gyrus, anterior division	zstat	0.1553218610661887	-0.8427805171810372
10486	14	15	Inferior Temporal Gyrus, posterior division	zstat	0.2137413404989335	-0.21025419221368066
10486	15	16	Inferior Temporal Gyrus, temporooccipital part	zstat	0.9610617495218559	-0.17887627334640632
10486	16	17	Postcentral Gyrus	zstat	0.15726100215445393	-0.3989124938468803
10486	17	18	Superior Parietal Lobule	zstat	0.7947926868897254	-0.4228122213316392
10486	18	19	Supramarginal Gyrus, anterior division	zstat	0.8956743813441588	-0.2787735618866497
10486	19	20	Supramarginal Gyrus, posterior division	zstat	0.17927208451815327	-0.319834726264801
10486	20	21	Angular Gyrus	zstat	-0.20856478445832902	-0.13240833213999878
10486	21	22	Lateral Occipital Cortex, superior division	zstat	0.2489774080620786	-0.2505306855251547
10486	22	23	Lateral Occipital Cortex, inferior division	zstat	0.7062044847525111	0.17477577552036708
10486	23	24	Intracalcarine Cortex	zstat	0.7241468216438193	-0.07451428022282741
10486	24	25	Frontal Medial Cortex	zstat	-0.36118681141479164	0.07910959790328663
10486	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	zstat	0.64816587135696	-0.11580961849225836
10486	26	27	Subcallosal Cortex	zstat	-0.49255760753742206	0.6152553274152943
10486	27	28	Paracingulate Gyrus	zstat	-0.01246175959326277	0.030081616399823815
10486	28	29	Cingulate Gyrus, anterior division	zstat	0.625489420180248	-0.1893543477859042
10486	29	30	Cingulate Gyrus, posterior division	zstat	0.5877613735949354	-0.14389495469696287
10486	30	31	Precuneous Cortex	zstat	0.4591831107464249	-0.22286736962089287
10486	31	32	Cuneal Cortex	zstat	1.0401036241040162	-0.6091458319651248
10486	32	33	Frontal Orbital Cortex	zstat	-0.18867835306343855	-0.119746187777728
10486	33	34	Parahippocampal Gyrus, anterior division	zstat	0.003321026768937163	-0.6516312164304967
10486	34	35	Parahippocampal Gyrus, posterior division	zstat	-0.04585213323633345	0.17297082226020546
10486	35	36	Lingual Gyrus	zstat	1.0106676745178038	-0.46993730513431764
10486	36	37	Temporal Fusiform Cortex, anterior division	zstat	0.745041425212729	-0.9876173736712506
10486	37	38	Temporal Fusiform Cortex, posterior division	zstat	0.43358345530653075	-0.3106528029668108
10486	38	39	Temporal Occipital Fusiform Cortex	zstat	0.3880839222969187	-0.08108765799737457
10486	39	40	Occipital Fusiform Gyrus	zstat	0.48967405798985975	0.09864499105268018
10486	40	41	Frontal Operculum Cortex	zstat	0.04998999338366185	-0.6924550295455241
10486	41	42	Central Opercular Cortex	zstat	0.4102439825963147	-0.31614954108638615
10486	42	43	Parietal Operculum Cortex	zstat	0.4451222174037437	-0.10781279231450015
10486	43	44	Planum Polare	zstat	0.5314040511299124	-0.1898738666569089
10486	44	45	Heschl's Gyrus (includes H1 and H2)	zstat	0.45437429314382666	-0.08066835106846186
10486	45	46	Planum Temporale	zstat	0.43116338523923886	0.011154583963588746
10486	46	47	Supracalcarine Cortex	zstat	0.8442149424548955	0.2791315163287552
10486	47	48	Occipital Pole	zstat	0.5264537535606126	0.26026616523115836
10581	0	1	Frontal Pole	zstat	0.10914128368527597	0.05861621418570819
10581	1	2	Insular Cortex	zstat	-0.26942122722002604	-0.23801127453258292
10581	2	3	Superior Frontal Gyrus	zstat	0.21698567684390885	0.2604731686395253
10581	3	4	Middle Frontal Gyrus	zstat	0.1717471444704296	0.16639050631756963
10581	4	5	Inferior Frontal Gyrus, pars triangularis	zstat	-0.2151614033922536	-0.10554660702947423
10581	5	6	Inferior Frontal Gyrus, pars opercularis	zstat	-0.09019999036246903	-0.08218924384944999
10581	6	7	Precentral Gyrus	zstat	-0.15941633511222303	0.14475814967507378
10581	7	8	Temporal Pole	zstat	-0.5011717977962854	0.09054386825300753
10581	8	9	Superior Temporal Gyrus, anterior division	zstat	-0.22702637527329037	-0.08512012699427896
10581	9	10	Superior Temporal Gyrus, posterior division	zstat	-0.15047339552880398	-0.06209965236881875
10581	10	11	Middle Temporal Gyrus, anterior division	zstat	0.12887017015756955	0.01982172342267499
10581	11	12	Middle Temporal Gyrus, posterior division	zstat	0.13830411901665723	0.24477557468327202
10581	12	13	Middle Temporal Gyrus, temporooccipital part	zstat	0.032911363602558245	0.7187522737853943
10581	13	14	Inferior Temporal Gyrus, anterior division	zstat	-0.15639333858722326	0.26898887080344314
10581	14	15	Inferior Temporal Gyrus, posterior division	zstat	0.218568854734875	-0.29394723023050473
10581	15	16	Inferior Temporal Gyrus, temporooccipital part	zstat	0.22584788839301484	0.5552101015233184
10581	16	17	Postcentral Gyrus	zstat	-0.19076210284180453	0.13908480323265235
10581	17	18	Superior Parietal Lobule	zstat	0.5121788153415081	0.1878555485490756
10581	18	19	Supramarginal Gyrus, anterior division	zstat	-0.38572246803712373	0.14538123227345448
10581	19	20	Supramarginal Gyrus, posterior division	zstat	0.0734556869581669	0.15762141525031167
10581	20	21	Angular Gyrus	zstat	-0.3367127471326893	0.4660123758009744
10581	21	22	Lateral Occipital Cortex, superior division	zstat	0.24783554180020842	0.4336406127183501
10581	22	23	Lateral Occipital Cortex, inferior division	zstat	-0.04519570846135291	0.4563199931153679
10581	23	24	Intracalcarine Cortex	zstat	-0.25047556599642873	0.5372246687007427
10581	24	25	Frontal Medial Cortex	zstat	0.6106742975898153	0.5006327239352943
10581	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	zstat	-0.8127176628500771	0.22523680203940366
10581	26	27	Subcallosal Cortex	zstat	-0.40600624265509677	0.5316640023965962
10581	27	28	Paracingulate Gyrus	zstat	-0.11791977821538148	0.08194751889792261
10581	28	29	Cingulate Gyrus, anterior division	zstat	-0.1792855915077703	-0.034096275032024385
10581	29	30	Cingulate Gyrus, posterior division	zstat	0.14026353664410168	0.42270110026134977
10581	30	31	Precuneous Cortex	zstat	-0.20501589548028604	0.19409870695410922
10581	31	32	Cuneal Cortex	zstat	-0.5378745158539544	0.3283239534979649
10581	32	33	Frontal Orbital Cortex	zstat	-0.05489291239989484	0.22122092810336644
10581	33	34	Parahippocampal Gyrus, anterior division	zstat	0.05344103211825466	0.13890298005900206
10581	34	35	Parahippocampal Gyrus, posterior division	zstat	-0.5524902442970998	0.0726142425292154
10581	35	36	Lingual Gyrus	zstat	-0.04557083233727165	0.3455134982130064
10581	36	37	Temporal Fusiform Cortex, anterior division	zstat	-0.5063032777583663	0.12643080349377495
10581	37	38	Temporal Fusiform Cortex, posterior division	zstat	-0.13732345918670943	0.08757714538798121
10581	38	39	Temporal Occipital Fusiform Cortex	zstat	-0.14510609286617923	0.01317544090671037
10581	39	40	Occipital Fusiform Gyrus	zstat	0.35142628659440106	0.2569299014424051
10581	40	41	Frontal Operculum Cortex	zstat	-0.20933057417742862	-0.09356194494112137
10581	41	42	Central Opercular Cortex	zstat	-0.40889535952001654	-0.01709679034656348
10581	42	43	Parietal Operculum Cortex	zstat	-0.935969612405158	0.23093114537988385
10581	43	44	Planum Polare	zstat	-0.324190930417163	-0.73997861963256
10581	44	45	Heschl's Gyrus (includes H1 and H2)	zstat	-0.1960771882279952	-0.6287341032451885
10581	45	46	Planum Temporale	zstat	-0.34243637837799795	-0.618304003848355
10581	46	47	Supracalcarine Cortex	zstat	-0.6736521565930006	0.35147732521030817
10581	47	48	Occipital Pole	zstat	0.06534183435076013	0.3309200895613427
10584	0	1	Frontal Pole	zstat	0.6332202826249259	-0.07264521884134321
10584	1	2	Insular Cortex	zstat	0.5061253297529921	0.2798147857301061
10584	2	3	Superior Frontal Gyrus	zstat	0.6721440132750066	-0.4115433720492169
10584	3	4	Middle Frontal Gyrus	zstat	0.8382115070672889	-0.4149567667294058
10584	4	5	Inferior Frontal Gyrus, pars triangularis	zstat	0.40593814634645375	-0.17077282609721356
10584	5	6	Inferior Frontal Gyrus, pars opercularis	zstat	0.35594361161183025	-0.03922958085036466
10584	6	7	Precentral Gyrus	zstat	0.48234415600406216	0.2759174521233364
10584	7	8	Temporal Pole	zstat	0.11400381086335143	-0.11294136548797981
10584	8	9	Superior Temporal Gyrus, anterior division	zstat	0.15305225051079804	-0.1467350964888166
10584	9	10	Superior Temporal Gyrus, posterior division	zstat	-0.012642654962610913	-0.20973424254890977
10584	10	11	Middle Temporal Gyrus, anterior division	zstat	0.4256809233722569	-0.46525853725789645
10584	11	12	Middle Temporal Gyrus, posterior division	zstat	0.23028689728435056	-0.5191928179609763
10584	12	13	Middle Temporal Gyrus, temporooccipital part	zstat	0.22820637367261917	-0.09895353176069933
10584	13	14	Inferior Temporal Gyrus, anterior division	zstat	-0.38385293429948875	-0.0846360233369884
10584	14	15	Inferior Temporal Gyrus, posterior division	zstat	0.7129543979957849	0.07794823445547
10584	15	16	Inferior Temporal Gyrus, temporooccipital part	zstat	0.6549239159473079	-0.10159155608410252
10584	16	17	Postcentral Gyrus	zstat	0.5082575169873789	0.3091502747595381
10584	17	18	Superior Parietal Lobule	zstat	0.6047529545502635	0.30862831823030373
10584	18	19	Supramarginal Gyrus, anterior division	zstat	0.838442898680525	0.7689309032195726
10584	19	20	Supramarginal Gyrus, posterior division	zstat	0.641405384556856	0.43664680142089335
10584	20	21	Angular Gyrus	zstat	0.8432063010596873	0.12621934895021344
10584	21	22	Lateral Occipital Cortex, superior division	zstat	0.5407151386131369	-0.043888238296209324
10584	22	23	Lateral Occipital Cortex, inferior division	zstat	0.7074090647851601	-0.015728232951802885
10584	23	24	Intracalcarine Cortex	zstat	0.5566766016377346	0.28868630506254095
10584	24	25	Frontal Medial Cortex	zstat	0.4845203668061158	-0.6898669330733465
10584	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	zstat	0.6731087892391795	0.5102431976261574
10584	26	27	Subcallosal Cortex	zstat	0.24563275166773774	0.05555342122142275
10584	27	28	Paracingulate Gyrus	zstat	0.7604501368316039	0.028375539591653995
10584	28	29	Cingulate Gyrus, anterior division	zstat	0.7648506238837075	0.31964050744506295
10584	29	30	Cingulate Gyrus, posterior division	zstat	1.1781702204085887	-0.05968262950488549
10584	30	31	Precuneous Cortex	zstat	0.695447374164473	0.04151464125801512
10584	31	32	Cuneal Cortex	zstat	0.6954851889509931	0.060689837771582475
10584	32	33	Frontal Orbital Cortex	zstat	0.7548412492741055	-0.0910231346027132
10584	33	34	Parahippocampal Gyrus, anterior division	zstat	0.2874207389139183	-0.2659090871693962
10584	34	35	Parahippocampal Gyrus, posterior division	zstat	0.5600503711205609	-0.4678936997323104
10584	35	36	Lingual Gyrus	zstat	0.3535341766744905	-0.09589189717391514
10584	36	37	Temporal Fusiform Cortex, anterior division	zstat	0.3647033937922712	-0.07047513148463364
10584	37	38	Temporal Fusiform Cortex, posterior division	zstat	0.44428845727747346	-0.14579734698750668
10584	38	39	Temporal Occipital Fusiform Cortex	zstat	0.777405163480363	0.11911947349975623
10584	39	40	Occipital Fusiform Gyrus	zstat	1.1970659333558196	-0.25789741060514265
10584	40	41	Frontal Operculum Cortex	zstat	0.2856312586075799	0.7323992873061186
10584	41	42	Central Opercular Cortex	zstat	0.4080820746195456	0.5744578821910272
10584	42	43	Parietal Operculum Cortex	zstat	0.3391275017576642	0.6864678604341571
10584	43	44	Planum Polare	zstat	-0.009549070571776735	-0.31965042063824206
10584	44	45	Heschl's Gyrus (includes H1 and H2)	zstat	0.1362260115571097	0.16511055136588723
10584	45	46	Planum Temporale	zstat	-0.22010083707343592	0.21086344370736812
10584	46	47	Supracalcarine Cortex	zstat	0.790314632329218	0.18626540610963044
10584	47	48	Occipital Pole	zstat	0.7909507529742188	-0.05445958080229783
10589	0	1	Frontal Pole	zstat	-0.3261827825455584	0.1036877008904547
10589	1	2	Insular Cortex	zstat	0.3091998160798837	-0.2007672591037098
10589	2	3	Superior Frontal Gyrus	zstat	-0.8077418416963251	0.07844385438811127
10589	3	4	Middle Frontal Gyrus	zstat	0.16734099578501754	0.13918587592587828
10589	4	5	Inferior Frontal Gyrus, pars triangularis	zstat	0.1266279242011086	-0.5029247903091237
10589	5	6	Inferior Frontal Gyrus, pars opercularis	zstat	0.015427237669989245	-0.43500411763205626
10589	6	7	Precentral Gyrus	zstat	0.45510198178377775	-0.12624146168934355
10589	7	8	Temporal Pole	zstat	-0.13055574022400399	-0.10214835726262853
10589	8	9	Superior Temporal Gyrus, anterior division	zstat	0.26801057139125006	-0.30561968623899305
10589	9	10	Superior Temporal Gyrus, posterior division	zstat	-0.09849696633498209	0.15924841076038876
10589	10	11	Middle Temporal Gyrus, anterior division	zstat	0.13660076982272204	-0.5082558234159682
10589	11	12	Middle Temporal Gyrus, posterior division	zstat	-0.15382665260214076	-0.0671218149978281
10589	12	13	Middle Temporal Gyrus, temporooccipital part	zstat	0.21643022436903536	0.10871001342990458
10589	13	14	Inferior Temporal Gyrus, anterior division	zstat	-0.319163479627325	-0.6008142699988989
10589	14	15	Inferior Temporal Gyrus, posterior division	zstat	-0.08379923113484447	-0.16462147546242387
10589	15	16	Inferior Temporal Gyrus, temporooccipital part	zstat	-0.3897210058346547	-0.4125510749088708
10589	16	17	Postcentral Gyrus	zstat	-0.045978482686813274	-0.4593192753448333
10589	17	18	Superior Parietal Lobule	zstat	0.00382364800339198	-0.3431435704819144
10589	18	19	Supramarginal Gyrus, anterior division	zstat	1.3011146722309705	-0.12968517290765805
10589	19	20	Supramarginal Gyrus, posterior division	zstat	0.6850897948811384	0.25822915669134977
10589	20	21	Angular Gyrus	zstat	-0.07963900295401471	0.39646260715643006
10589	21	22	Lateral Occipital Cortex, superior division	zstat	-0.4097003212055541	-0.4132585753922255
10589	22	23	Lateral Occipital Cortex, inferior division	zstat	-0.5093079934643949	-0.7541572884597139
