i	j	k	mni_x_mm	mni_y_mm	mni_z_mm	tg_mean_cope_recip_gt_nonrecip	tg_sd_cope_recip_gt_nonrecip	tg_sem_cope_recip_gt_nonrecip	ug_mean_cope_fairness_pmod	ug_sd_cope_fairness_pmod	ug_sem_cope_fairness_pmod	signed_odr_residual
12	36	25	-42.400002	-12.600001	2.250001	3.477967777	330.8742416	28.79890619	-0.9168930094	11.76838117	1.024306105	-1.523943966
12	36	26	-42.400002	-12.600001	5.220001	-14.67880297	294.4767751	25.63091337	-1.657311815	11.77710027	1.025065005	-2.10411005
12	36	27	-42.400002	-12.600001	8.190001	-10.8915503	234.3256705	20.39543172	-1.347690841	9.741076007	0.8478518389	-1.827921632
12	37	22	-42.400002	-9.900001	-6.659999	-62.63213045	358.1820246	31.17574362	0.3411731679	14.07246458	1.224850824	0.3174598518
12	37	23	-42.400002	-9.900001	-3.689999	-11.01042695	328.1774438	28.56418008	0.237496313	12.4168047	1.080744128	-0.2417471762
12	37	24	-42.400002	-9.900001	-0.719999	20.62659067	315.8339336	27.48981541	-0.09671781782	10.88982483	0.9478375905	-0.855128229
12	37	25	-42.400002	-9.900001	2.250001	25.08270345	314.1344458	27.34189399	-0.03192873457	10.81181931	0.9410480811	-0.8296645051
12	37	26	-42.400002	-9.900001	5.220001	4.623801466	262.6383918	22.85973781	-0.2471643305	10.35158686	0.9009899877	-0.8643527394
12	37	27	-42.400002	-9.900001	8.190001	-12.29146352	233.4693159	20.32089563	-0.2935201584	9.627388364	0.8379565997	-0.7614385021
12	38	22	-42.400002	-7.200001	-6.659999	-75.28248585	356.8317474	31.05821708	0.6365123758	13.48100665	1.173371019	0.7244202508
12	38	23	-42.400002	-7.200001	-3.689999	-26.6798527	351.7266778	30.61387781	0.03105249177	12.46996572	1.085371202	-0.3099085709
12	38	24	-42.400002	-7.200001	-0.719999	7.702046164	368.2071111	32.0483154	0.1421169782	11.3341877	0.9865144137	-0.502250468
12	38	25	-42.400002	-7.200001	2.250001	28.03295089	297.0340737	25.85349764	0.1442822383	11.36683061	0.9893556143	-0.6794947653
12	38	26	-42.400002	-7.200001	5.220001	10.24512204	250.5845976	21.81058968	0.3151323314	10.21176988	0.8888204823	-0.3516831499
12	38	27	-42.400002	-7.200001	8.190001	-3.103408979	244.5138758	21.28220117	0.6381347842	10.20484567	0.8882178071	0.08910044714
12	39	21	-42.400002	-4.500001	-9.629999	-95.97502607	345.9956882	30.11505919	0.3729842287	12.79077396	1.113293974	0.6435030794
12	39	22	-42.400002	-4.500001	-6.659999	-61.4597653	341.7769004	29.74786084	0.4780382333	11.88892466	1.034798068	0.4439740864
12	39	23	-42.400002	-4.500001	-3.689999	-15.29007639	339.2196467	29.52528048	-0.4949780811	11.75188406	1.022870215	-0.9364274093
12	39	24	-42.400002	-4.500001	-0.719999	32.26900889	370.729806	32.26788781	-0.7230258174	11.18582505	0.9736011023	-1.584150021
12	39	25	-42.400002	-4.500001	2.250001	57.81421215	299.1212748	26.03516519	-0.8033346641	10.78426695	0.9386499556	-1.889878638
12	39	26	-42.400002	-4.500001	5.220001	31.95907606	265.9406831	23.14716537	0.8317078964	10.34219357	0.9001724071	-0.02674184959
12	39	27	-42.400002	-4.500001	8.190001	29.82337941	264.5479152	23.02594049	1.997095246	9.931322752	0.8644106926	1.157446517
12	40	21	-42.400002	-1.800001	-9.629999	-97.51331323	375.4909969	32.68229628	0.4802663173	14.69264917	1.278830964	0.7643555608
12	40	22	-42.400002	-1.800001	-6.659999	-43.2186345	350.810093	30.53409934	0.8736717773	13.10888041	1.140981587	0.6786239015
12	40	23	-42.400002	-1.800001	-3.689999	11.38490483	319.8994265	27.84367115	0.09650893464	12.31767319	1.072115838	-0.5803560141
12	40	24	-42.400002	-1.800001	-0.719999	66.77160926	306.51909	26.67906234	-0.6685056676	10.73718938	0.9345523797	-1.83409918
12	40	25	-42.400002	-1.800001	2.250001	72.53276026	293.6453938	25.55855092	-0.1070807048	10.10994732	0.879957966	-1.323535185
12	40	26	-42.400002	-1.800001	5.220001	53.84391023	281.9366992	24.53943987	2.120431521	9.314094344	0.8106878554	1.068809519
12	40	27	-42.400002	-1.800001	8.190001	59.91244866	280.1085581	24.3803206	2.773157045	9.09487322	0.7916071057	1.667957988
12	41	21	-42.400002	0.899999	-9.629999	-76.40684539	412.3047598	35.88652306	0.6056538432	17.60846068	1.53261978	0.7034847976
12	41	22	-42.400002	0.899999	-6.659999	-53.85363626	334.9265924	29.15161806	0.6626928925	15.80436338	1.375593266	0.5615014929
12	41	23	-42.400002	0.899999	-3.689999	-8.057938688	272.3192331	23.70234689	0.1929440224	13.00006044	1.131510024	-0.3123518783
12	41	24	-42.400002	0.899999	-0.719999	36.4077521	261.4772878	22.75867668	-0.03482224551	11.16154569	0.9714878555	-0.9324954633
12	41	25	-42.400002	0.899999	2.250001	33.77987646	285.9267387	24.88672822	1.153827086	10.85676431	0.9449600411	0.2792971979
12	41	26	-42.400002	0.899999	5.220001	26.89428762	289.7989286	25.22375909	2.830039082	10.43970497	0.9086596855	2.016205605
12	42	21	-42.400002	3.599999	-9.629999	-58.35049857	379.4241816	33.02463608	0.7334439837	15.92045741	1.385697954	0.671932259
12	42	22	-42.400002	3.599999	-6.659999	-53.37656568	295.4165742	25.71271238	1.168759408	13.38167511	1.164725318	1.063338409
12	42	23	-42.400002	3.599999	-3.689999	-21.72560533	273.823904	23.83331168	0.4788271762	12.4390093	1.08267679	0.09413006807
12	42	24	-42.400002	3.599999	-0.719999	-13.11175778	297.9332341	25.93175951	0.8235018326	11.46333244	0.9977550207	0.3627786588
12	42	25	-42.400002	3.599999	2.250001	-36.0801704	302.8838331	26.36265384	2.063007415	10.8097058	0.9408641233	1.804920064
12	43	21	-42.400002	6.299999	-9.629999	-67.62618995	337.2303785	29.3521369	0.7928796135	13.63784656	1.18702218	0.8132186414
12	43	22	-42.400002	6.299999	-6.659999	-50.61688449	264.4962437	23.02144305	1.468661404	11.92545166	1.037977336	1.338876002
12	43	23	-42.400002	6.299999	-3.689999	-34.72277685	322.5694579	28.07606756	1.051400363	12.49650439	1.087681096	0.7813741205
12	43	24	-42.400002	6.299999	-0.719999	-59.94952992	362.2376183	31.52873774	1.555518206	12.15464293	1.057925875	1.508085078
12	44	21	-42.400002	8.999999	-9.629999	-52.17741959	314.6574203	27.38741308	1.089573955	13.38479632	1.164996984	0.9735742088
12	44	22	-42.400002	8.999999	-6.659999	-37.26982765	292.4464262	25.45419418	0.9236867652	12.52730085	1.090361583	0.6761418702
12	44	23	-42.400002	8.999999	-3.689999	-60.46172445	373.6727597	32.52403905	0.7325159644	14.00204614	1.218721686	0.6896347267
12	44	24	-42.400002	8.999999	-0.719999	-82.85782095	380.4832078	33.11681247	1.569966584	12.7113734	1.106383043	1.724686437
12	45	21	-42.400002	11.699999	-9.629999	-32.5665991	329.1957292	28.65281044	0.4612957596	14.8103878	1.289078796	0.1722653659
12	45	22	-42.400002	11.699999	-6.659999	-36.77586964	337.6817351	29.39142245	-0.6748679264	14.57875452	1.268917707	-0.9267094974
12	45	23	-42.400002	11.699999	-3.689999	-72.14725885	402.6630152	35.04731691	-0.2935654705	15.89460405	1.383447708	-0.2332881004
12	46	21	-42.400002	14.399999	-9.629999	-64.57983712	414.4116104	36.06990087	-1.10275351	16.9103363	1.471855852	-1.109223124
12	46	22	-42.400002	14.399999	-6.659999	-79.16496816	360.0311719	31.33669123	-2.809157838	17.14586366	1.492355878	-2.68685495
12	46	23	-42.400002	14.399999	-3.689999	-97.16111124	380.8853422	33.15181378	-1.21378972	17.61211477	1.532937828	-0.9327425125
12	47	22	-42.400002	17.099999	-6.659999	-187.5436803	401.4984033	34.94595046	-4.474393057	18.90488531	1.645459061	-3.39564056
12	47	23	-42.400002	17.099999	-3.689999	-200.3846335	381.433348	33.19951156	-2.446319541	18.82475882	1.638484945	-1.254331395
13	34	24	-39.700002	-18.000001	-0.719999	2.373278974	375.7672027	32.70633691	-0.3710365651	13.85625934	1.206032573	-0.9683604811
13	34	25	-39.700002	-18.000001	2.250001	11.67424959	370.054409	32.20910204	-0.6878015503	12.57878092	1.094842349	-1.367189275
13	34	26	-39.700002	-18.000001	5.220001	11.72230648	303.6800228	26.43195327	-1.570072958	12.519729	1.089702539	-2.249850407
13	34	27	-39.700002	-18.000001	8.190001	1.502076033	263.256968	22.91357795	-0.3525654542	11.26395154	0.9804011404	-0.9422021845
13	34	28	-39.700002	-18.000001	11.160001	-28.20234925	260.2797032	22.65444031	0.3542690815	9.516508643	0.8283057588	0.02673066013
13	35	23	-39.700002	-15.300001	-3.689999	-49.76292996	361.0905465	31.42889796	0.3138172935	14.7795029	1.286390611	0.1765411599
13	35	24	-39.700002	-15.300001	-0.719999	-1.521094532	311.4924001	27.11193343	0.7339155331	12.37720937	1.077297797	0.1709143792
13	35	25	-39.700002	-15.300001	2.250001	9.285310655	334.7734804	29.13829137	-0.03777123777	10.95979821	0.9539279914	-0.6961031509
13	35	26	-39.700002	-15.300001	5.220001	13.76727908	284.5423244	24.76623043	-1.209436947	10.28012912	0.8947703902	-1.907274239
13	35	27	-39.700002	-15.300001	8.190001	4.876222045	234.4743899	20.40837609	-0.2942709544	9.845361018	0.856928684	-0.9136850071
13	35	28	-39.700002	-15.300001	11.160001	-22.68190767	217.3073103	18.9141736	0.1764457899	8.451197472	0.7355823229	-0.1998006827
13	36	22	-39.700002	-12.600001	-6.659999	-62.56023936	356.885694	31.06291253	0.7085018422	13.64237842	1.187416629	0.6841398229
13	36	23	-39.700002	-12.600001	-3.689999	-40.33069463	315.2151023	27.43595307	0.5097946816	12.23365367	1.064802878	0.2892764331
13	36	24	-39.700002	-12.600001	-0.719999	20.66599657	258.8825363	22.53283255	1.489635697	10.63841676	0.9259553261	0.7308157824
13	36	25	-39.700002	-12.600001	2.250001	31.69881215	277.3929128	24.14395402	0.9325141552	9.769878224	0.8503587501	0.07635717543
13	36	26	-39.700002	-12.600001	5.220001	26.02084177	245.9884936	21.41055018	-0.2189364631	9.866977565	0.8588101629	-1.024943526
13	36	27	-39.700002	-12.600001	8.190001	13.80540556	205.6396431	17.89863352	-0.006900902838	9.233083966	0.803636807	-0.705121463
13	36	28	-39.700002	-12.600001	11.160001	-12.19607777	212.6286239	18.50694622	0.3684787869	8.809096715	0.7667334536	-0.1003070615
13	37	21	-39.700002	-9.900001	-9.629999	-63.65914281	332.7863092	28.96533032	0.6438110547	10.28140907	0.8948817956	0.6291487954
13	37	22	-39.700002	-9.900001	-6.659999	-57.48171256	337.1956134	29.34911099	0.7968516508	12.57537892	1.094546242	0.7276708805
13	37	23	-39.700002	-9.900001	-3.689999	-25.23660525	285.4177427	24.84242581	0.8471626483	11.01168708	0.9584443377	0.4934339145
13	37	24	-39.700002	-9.900001	-0.719999	20.79221395	245.5207462	21.36983799	1.322309173	10.01325833	0.8715422695	0.5623819721
13	37	25	-39.700002	-9.900001	2.250001	27.21906167	241.2403581	20.99727803	1.004129005	9.044389216	0.7872130371	0.1875006634
13	37	26	-39.700002	-9.900001	5.220001	25.04293485	236.480606	20.58299478	0.5114236232	9.509620694	0.8277062397	-0.2859823666
13	37	27	-39.700002	-9.900001	8.190001	18.3584368	226.4012601	19.70570033	0.349157139	9.119373792	0.7937396068	-0.3892553755
13	37	28	-39.700002	-9.900001	11.160001	-3.522634819	223.0030791	19.40992664	0.7022769623	9.200986697	0.8008430983	0.1569395739
13	38	20	-39.700002	-7.200001	-12.599999	-59.9289121	285.3195803	24.83388187	0.1481526502	10.20922726	0.8885991757	0.1005923785
13	38	21	-39.700002	-7.200001	-9.629999	-61.2440977	338.4501751	29.45830657	0.6151866264	10.62598965	0.9248736854	0.5792139869
13	38	22	-39.700002	-7.200001	-6.659999	-41.23756315	296.8945199	25.84135105	1.053670367	10.59641074	0.9222991714	0.8411335769
13	38	23	-39.700002	-7.200001	-3.689999	-23.32096755	269.4927188	23.45633039	1.456107874	9.43267558	0.8210090272	1.085450941
13	38	24	-39.700002	-7.200001	-0.719999	9.467474457	254.7588555	22.1739122	1.29201109	9.167691083	0.7979450871	0.6320199005
13	38	25	-39.700002	-7.200001	2.250001	26.57503169	223.7160874	19.47198605	0.6427202804	8.732539947	0.7600700423	-0.1682107653
13	38	26	-39.700002	-7.200001	5.220001	31.68554952	225.8343285	19.65635527	0.7054811262	8.819987387	0.767681365	-0.150549978
13	38	27	-39.700002	-7.200001	8.190001	33.96521301	226.4145677	19.70685861	0.6360864847	9.30684805	0.8100571464	-0.2400587413
13	38	28	-39.700002	-7.200001	11.160001	25.50712295	254.5127604	22.15249237	0.9294157983	9.653241851	0.8402068569	0.1278973191
13	39	20	-39.700002	-4.500001	-12.599999	-67.35985697	311.5121074	27.11364873	0.2004226005	10.98292431	0.9559408597	0.2184344489
13	39	21	-39.700002	-4.500001	-9.629999	-52.15938067	304.616173	26.51343468	0.5183821004	9.880690174	0.8600036924	0.4022454109
13	39	22	-39.700002	-4.500001	-6.659999	-20.78239461	286.1818472	24.90893257	1.016707572	9.615663707	0.8369360992	0.6236661857
13	39	23	-39.700002	-4.500001	-3.689999	-1.247363503	276.1937012	24.03957604	1.762117772	9.182471834	0.7992315864	1.196661052
13	39	24	-39.700002	-4.500001	-0.719999	32.48116964	273.5188892	23.80676354	1.302005708	9.444430931	0.8220321992	0.438930451
13	39	25	-39.700002	-4.500001	2.250001	56.18098822	241.6674898	21.03445507	0.4944848057	8.906059177	0.7751729527	-0.5776973642
13	39	26	-39.700002	-4.500001	5.220001	47.74764529	223.1790836	19.42524586	0.9868695245	8.831248742	0.7686615401	-0.01091202943
13	39	27	-39.700002	-4.500001	8.190001	60.3916117	217.8775559	18.96380711	1.478813144	8.802891761	0.7661933817	0.3694361246
13	39	28	-39.700002	-4.500001	11.160001	82.32379708	255.5066525	22.23899957	1.763647915	9.732509328	0.8471062052	0.460719878
13	40	19	-39.700002	-1.800001	-15.569999	-86.57292839	297.140949	25.86279995	-0.5170301494	12.3347859	1.073605308	-0.3294451802
13	40	20	-39.700002	-1.800001	-12.599999	-68.37278349	302.1204923	26.29621356	0.7502682328	12.09562823	1.052789305	0.7771972125
13	40	21	-39.700002	-1.800001	-9.629999	-39.70051302	299.4113204	26.06041041	1.239396546	10.96963611	0.9547842705	1.01328887
13	40	22	-39.700002	-1.800001	-6.659999	-4.237608949	309.171276	26.90990551	1.648927454	9.639866867	0.839042714	1.109862475
13	40	23	-39.700002	-1.800001	-3.689999	27.12217365	287.5565644	25.02858634	1.918817652	9.531533747	0.8296135262	1.103008681
13	40	24	-39.700002	-1.800001	-0.719999	62.9388804	251.393536	21.88099874	1.32240085	9.611986901	0.8366160744	0.1905516223
13	40	25	-39.700002	-1.800001	2.250001	74.73252628	241.2851601	21.00117754	0.9105746885	8.370375231	0.7285476498	-0.3253311864
13	40	26	-39.700002	-1.800001	5.220001	65.86270918	239.2739709	20.82612599	1.969358118	8.555771423	0.7446843171	0.8116824593
13	40	27	-39.700002	-1.800001	8.190001	82.64527232	239.1303113	20.81362203	2.43064886	8.521996762	0.7417446102	1.124858003
13	40	28	-39.700002	-1.800001	11.160001	114.4702959	257.0388551	22.37236069	2.112332225	9.16553416	0.797757351	0.5257147739
13	41	19	-39.700002	0.899999	-15.569999	-92.71149206	306.1060881	26.64311515	0.4760533785	13.67793985	1.190511854	0.7177692559
13	41	20	-39.700002	0.899999	-12.599999	-54.90185798	327.1024393	28.47061295	1.861277932	13.52673782	1.177351406	1.769289866
13	41	21	-39.700002	0.899999	-9.629999	-14.11831168	326.1934512	28.39149569	2.074413735	13.41749033	1.167842633	1.62252416
13	41	22	-39.700002	0.899999	-6.659999	-2.665889455	287.4781449	25.0217608	1.65928578	11.08201131	0.9645652757	1.106350805
13	41	23	-39.700002	0.899999	-3.689999	9.462783736	240.3531472	20.92005623	0.9783676209	9.663742516	0.8411208225	0.318430037
13	41	24	-39.700002	0.899999	-0.719999	29.45271284	216.4045745	18.83560053	0.5681828132	9.735787101	0.8473914987	-0.2681393432
13	41	25	-39.700002	0.899999	2.250001	35.57555987	236.7285556	20.60457602	1.276513247	9.651154534	0.8400251793	0.3861326263
13	41	26	-39.700002	0.899999	5.220001	35.02688786	271.4190358	23.62399477	2.950141064	10.04560556	0.8743577339	2.064537018
13	42	20	-39.700002	3.599999	-12.599999	-15.40601008	358.7294759	31.22339315	2.278295931	14.02245782	1.220498294	1.837761675
13	42	21	-39.700002	3.599999	-9.629999	15.71806848	306.8931822	26.71162289	2.074932635	12.87052028	1.120235001	1.359752778
13	42	22	-39.700002	3.599999	-6.659999	0.1074375194	235.5108812	20.49859108	0.9545775582	9.959285792	0.8668445628	0.3771968792
13	42	23	-39.700002	3.599999	-3.689999	-9.120514384	227.2222244	19.7771561	-0.2730702442	10.08987664	0.8782110374	-0.7689713319
13	42	24	-39.700002	3.599999	-0.719999	-14.87950705	272.2538197	23.69665338	0.0303220172	10.78221819	0.9384716342	-0.4147708214
13	42	25	-39.700002	3.599999	2.250001	-38.55161217	309.9319822	26.97611649	1.447835832	11.86620882	1.032820908	1.211581598
13	43	20	-39.700002	6.299999	-12.599999	-1.523074453	347.9005478	30.28085593	1.912230092	13.94014112	1.213333545	1.34920053
13	43	21	-39.700002	6.299999	-9.629999	9.036247896	270.5655089	23.54970478	1.788181808	11.04479283	0.9613258228	1.131976645
13	43	22	-39.700002	6.299999	-6.659999	-10.45440739	206.891682	18.00760952	0.5608072967	9.401716913	0.8183144211	0.07664464057
13	43	23	-39.700002	6.299999	-3.689999	-26.20339269	251.140442	21.85896973	-0.07830081959	9.703060114	0.8445429802	-0.4234621318
13	43	24	-39.700002	6.299999	-0.719999	-52.15461654	334.6834864	29.1304584	0.675206754	11.5906018	1.008832396	0.5590219174
13	43	25	-39.700002	6.299999	2.250001	-89.83797461	364.9453491	31.76441546	1.470175874	12.38189446	1.077705582	1.686495773
13	44	20	-39.700002	8.999999	-12.599999	-26.81386636	286.8977254	24.97124177	1.46682781	13.43650327	1.169497497	1.126993443
13	44	21	-39.700002	8.999999	-9.629999	-11.5246705	236.1491081	20.5541416	1.773593003	10.03470524	0.8734089832	1.29882763
13	44	22	-39.700002	8.999999	-6.659999	-22.59609355	212.3964793	18.48674063	0.4799114355	9.651212125	0.8400301919	0.1028958829
13	44	23	-39.700002	8.999999	-3.689999	-50.10296747	287.4448111	25.01885946	0.07628114095	10.35835499	0.9015790784	-0.05798509276
13	44	24	-39.700002	8.999999	-0.719999	-69.3303401	364.3365398	31.71142542	1.121900417	12.45056048	1.083682192	1.157264857
13	44	25	-39.700002	8.999999	2.250001	-81.97550215	357.8825833	31.14968061	1.623850984	12.17342266	1.059560441	1.770782742
13	45	20	-39.700002	11.699999	-12.599999	-31.69770389	286.0330578	24.89598211	0.625155565	12.3603481	1.075830212	0.3284512509
13	45	21	-39.700002	11.699999	-9.629999	-11.02847889	225.395099	19.61812525	1.320065217	10.49262358	0.9132656591	0.8409388754
13	45	22	-39.700002	11.699999	-6.659999	-14.49605574	252.0870875	21.94136465	-0.1451367713	10.41492233	0.9065026328	-0.5936065331
13	45	23	-39.700002	11.699999	-3.689999	-37.22934882	311.2300411	27.08909801	-0.09941004759	12.03606662	1.047605132	-0.3472723111
13	45	24	-39.700002	11.699999	-0.719999	-51.61248374	365.2906189	31.79446734	1.309012527	14.4507525	1.257776561	1.188018977
13	46	20	-39.700002	14.399999	-12.599999	-67.68810571	376.9897539	32.81274634	-1.583120824	13.99030382	1.217699647	-1.56214291
13	46	21	-39.700002	14.399999	-9.629999	-51.00032282	278.8694286	24.27246823	-0.4322151101	12.25185053	1.06638671	-0.5585428589
13	46	22	-39.700002	14.399999	-6.659999	-24.0161708	268.5136269	23.37111138	-1.101024002	12.13744629	1.056429099	-1.465446568
13	46	23	-39.700002	14.399999	-3.689999	-21.31859477	288.7980389	25.13664283	-0.1699766587	12.78927841	1.113163804	-0.5582401575
13	46	24	-39.700002	14.399999	-0.719999	-31.63845454	333.7252087	29.04705103	1.729909215	14.37686706	1.251345659	1.432639041
13	47	21	-39.700002	17.099999	-9.629999	-148.0736235	360.0852064	31.34139434	-2.973077505	14.19541936	1.235552664	-2.242685824
13	47	22	-39.700002	17.099999	-6.659999	-95.70730343	299.7408747	26.08909443	-2.372211067	13.48796166	1.173976375	-2.103947839
13	47	23	-39.700002	17.099999	-3.689999	-79.25022182	304.3677156	26.49180924	-0.9100892064	12.54862046	1.092217218	-0.7871079425
13	47	24	-39.700002	17.099999	-0.719999	-82.97462461	322.2345199	28.04691495	0.7616262743	12.82668562	1.116419684	0.917408331
13	48	23	-39.700002	19.799999	-3.689999	-170.5134002	356.1655878	31.00023533	-1.939705299	13.89512412	1.209415318	-1.011334702
14	32	24	-37.000002	-23.400002	-0.719999	13.68968914	299.7794244	26.09244975	-0.314099502	9.966602942	0.867481439	-1.011286965
14	32	25	-37.000002	-23.400002	2.250001	14.41713179	344.7292436	30.00482933	0.2805820192	10.97216905	0.9550047348	-0.4230478948
14	33	23	-37.000002	-20.700001	-3.689999	11.59886915	257.8234182	22.44064815	0.642965171	10.31978471	0.898221966	-0.03580917673
14	33	24	-37.000002	-20.700001	-0.719999	25.39478449	310.8107116	27.05260006	0.1954000801	10.80834979	0.9407460981	-0.6050984917
14	33	25	-37.000002	-20.700001	2.250001	17.58463678	371.7778614	32.35910932	0.06495182182	10.85000196	0.9443714537	-0.6666212512
14	33	26	-37.000002	-20.700001	5.220001	-6.605271007	350.932642	30.54476586	-0.3745030025	11.56516387	1.006618308	-0.8925958323
14	33	27	-37.000002	-20.700001	8.190001	-43.74823433	303.7560364	26.4385694	0.6200737796	10.72819569	0.9337695789	0.4297092161
14	33	28	-37.000002	-20.700001	11.160001	-47.04138334	281.7935922	24.526984	1.192971271	9.607898824	0.836260253	1.031644697
14	33	29	-37.000002	-20.700001	14.130001	-25.00162213	277.7052058	24.17113564	-0.02977017742	10.89583453	0.9483606676	-0.3855383684
14	34	23	-37.000002	-18.000001	-3.689999	6.043538312	284.4177222	24.75538519	1.513522982	11.0260426	0.9596938255	0.8837375921
14	34	24	-37.000002	-18.000001	-0.719999	22.01927529	311.3483911	27.09939905	1.236933447	10.13905076	0.8824910953	0.466181404
14	34	25	-37.000002	-18.000001	2.250001	26.7265771	356.7264227	31.04904974	-0.07056222442	9.438291272	0.8214978105	-0.8828028055
14	34	26	-37.000002	-18.000001	5.220001	24.0424182	333.2165103	29.00277452	-0.3924857702	10.50426737	0.9142791203	-1.181027535
14	34	27	-37.000002	-18.000001	8.190001	-14.82378866	279.8787443	24.36031788	1.18413256	10.0616176	0.8757514038	0.7385031105
14	34	28	-37.000002	-18.000001	11.160001	-36.96059036	223.1635057	19.42388998	0.9265780541	8.068368067	0.7022613002	0.6763041912
14	34	29	-37.000002	-18.000001	14.130001	-22.01198365	230.2292002	20.03887975	-1.000865811	10.27742103	0.8945346811	-1.382978168
14	34	30	-37.000002	-18.000001	17.100001	-5.231554645	267.0488775	23.24362131	-2.037270803	10.99618657	0.957095191	-2.56742121
14	35	22	-37.000002	-15.300001	-6.659999	-22.22510773	282.0952918	24.55324358	0.32761893	9.169992893	0.798145434	-0.05266444638
14	35	23	-37.000002	-15.300001	-3.689999	-11.92137225	279.8561465	24.35835099	1.184779176	10.53610886	0.917050567	0.7135374133
14	35	24	-37.000002	-15.300001	-0.719999	14.39231186	267.509742	23.28373441	1.757449869	10.01841953	0.8719914938	1.053981474
14	35	25	-37.000002	-15.300001	2.250001	32.99209081	294.568165	25.63886784	0.4010512471	8.206013307	0.7142417806	-0.4664975391
14	35	26	-37.000002	-15.300001	5.220001	39.41500539	277.8832219	24.18662995	-0.2455317057	8.558884971	0.7449553167	-1.169734138
14	35	27	-37.000002	-15.300001	8.190001	6.619203765	217.8795329	18.96397918	0.6102822425	9.595669846	0.835195857	-0.02454792134
14	35	28	-37.000002	-15.300001	11.160001	-17.86993801	190.5777569	16.5876646	0.2832810015	8.264334459	0.7193179853	-0.1354327161
14	35	29	-37.000002	-15.300001	14.130001	-3.985456097	196.9200554	17.13969083	-0.8966807743	9.505750064	0.8273693446	-1.437871752
14	35	30	-37.000002	-15.300001	17.100001	4.667447858	249.1320176	21.68415882	-1.383450829	11.31156106	0.984545017	-2.000980151
14	36	22	-37.000002	-12.600001	-6.659999	-31.65335306	275.2477589	23.95724234	0.4815230347	8.597583107	0.7483235571	0.1844329405
14	36	23	-37.000002	-12.600001	-3.689999	-27.49765866	243.6137139	21.20385213	0.6905594949	9.667186164	0.8414205536	0.3567894581
14	36	24	-37.000002	-12.600001	-0.719999	10.98766069	223.052737	19.4142488	2.003090894	9.052740744	0.7879399444	1.329657179
14	36	25	-37.000002	-12.600001	2.250001	27.59545836	232.0480553	20.19719077	1.311483165	8.03208895	0.6991036084	0.4915213553
14	36	26	-37.000002	-12.600001	5.220001	35.14976165	220.931381	19.22960847	-0.06200874806	8.483991662	0.7384366908	-0.9485798074
14	36	27	-37.000002	-12.600001	8.190001	21.56020427	186.3359943	16.21846656	0.2038934966	8.821586657	0.7678205635	-0.5627672652
14	36	28	-37.000002	-12.600001	11.160001	0.03714274547	203.8606746	17.74379419	0.3714007358	8.685404776	0.7559674522	-0.2053369223
14	36	29	-37.000002	-12.600001	14.130001	3.482255101	208.7212859	18.1668561	0.4441760562	9.526202621	0.8291495113	-0.1629657286
14	37	21	-37.000002	-9.900001	-9.629999	-24.79705537	245.1015674	21.33335316	0.3792515914	7.673499466	0.6678924	0.02166228127
14	37	22	-37.000002	-9.900001	-6.659999	-25.39668264	241.0314311	20.97909327	0.9969740494	8.849175615	0.7702218741	0.6446520807
14	37	23	-37.000002	-9.900001	-3.689999	-26.86672987	233.0650512	20.2857089	1.308941449	9.674236938	0.8420342446	0.9695797223
